condition_id,method,bit_width,seed,task,category,example_index,example_id,dataset_length,length_bucket,score
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,130,77d5b65213c33d96b4c145e035798509a2d46c7d01756f8d,4841,4-8k,57.14285714285715
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,141,ddc6bc30de561312913bb1868a4613a33d0a09adefbd8de6,4286,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,143,44a094746f7f8f2b2d019500cc03e680dd5d17620691e914,4133,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,147,01a9ec56805c938ec7ad3cc00bd2d02b8347194fd7e6a0a4,4489,4-8k,34.48275862068966
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,161,d7906e115d8431133b71ebc7153d10a816d90301d0def756,4481,4-8k,50.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,163,dcadecc0543ae52be074ae5faf2f33c684278cef100a96b2,4746,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,165,a4fb3e0fa052620263db39d9a236e26a4d7217452498793c,4475,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,172,fea2cbfb8a37b19a11e07eaa90128173b42221db70044e00,4063,4-8k,26.666666666666668
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,186,57e90555e82551bb8d4b0dfaaf6b559927d8af2a86ab1b79,4592,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,192,c46903fbc4bcb0a45688ed9064c20cc2f5a3c8df9601dd36,4857,4-8k,50.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,193,d8fa56cc40d195ace5ae35d187db59d7480cf969938ad3db,5092,4-8k,17.91044776119403
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,202,0da153430cc4d3999a6c67e8299d79be643e6248512ca37a,10349,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,205,1af3bf48e725d85d4a07cc397290bdd995f78051e050b29e,12950,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,209,074b526f101518a8f5c810fed1e28f757dacb7805b161e22,14472,8k+,25.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,211,7298df1684edcba5ed943763da3920e06b63260de694add2,13401,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,qasper,Single QA,218,c3925faf84892de7224e37e3990407cfe488855ff7f5ce11,13391,8k+,55.99999999999999
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,2,dee63735510f6958f4c5bf318421c9b9fac0bc8b3e341a4a,2952,0-4k,80.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,9,322b4b2b074049aac101086797d655a21671ef5a9f366353,669,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,16,ce720011515773e6bd7b4b355c52a7215ad2920f18a1ec14,1852,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,20,d5422b0fdbed42c0f1d2213edb6c7637802452e4ca7287eb,812,0-4k,66.66666666666666
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,24,420ce59c7a0c084e938dd69dfacf59f61ac3ebbd237780c8,1856,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,25,69e69439e349a539ca4cff96ae35aa8499ca61886801d488,1414,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,38,235a5c99cd7fae9e2b410ad99c1b1fafea43799d3f1138a8,1810,0-4k,46.15384615384615
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,39,fe952dfd723c9b88f1ed4665679b7a13987729fa1c37b0e3,2409,0-4k,28.571428571428577
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,49,d70ca68d05af951cd8ff2052095597d1b4dca557bfb0b40b,2431,0-4k,56.00000000000001
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,56,238c4efe738cecd8346abfdc57707996aef30f9b43d1a577,2103,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,63,fc1544761460f97af3a338bbf3e3c648c00ec27b8b297069,1193,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,64,b321c147c0e0a8a35ee8738ad89326ecad1509bf591b4233,2616,0-4k,92.3076923076923
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,65,b41aef2d0475f46a78a3168c6c8a614170975f82507cf2e4,2490,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,71,120cb783c796fbedbc76f04cf9be3318e54a63cd642c4401,6235,4-8k,23.80952380952381
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,72,9ac60cf60d4bae1dc93b09f374b74b3dec8b1b333397d7cd,6240,4-8k,78.26086956521739
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,79,ddfed65e5495d0257b22a9537993c3453d8590cc94b8e0d6,6444,4-8k,9.09090909090909
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,81,b16c38bf627891a3bf60ee57f9f3c2f5730f4ea3a0f44b0e,6766,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,91,6ee1971ac8c7c0ee4a5add9ec201557d28d3c2f66b176fb4,7321,4-8k,11.76470588235294
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,92,229b5bf2402ae2950c72494dcfd5f1c825c396205b49ca50,6539,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,95,4d6cd243b10a8460d2e2239182b797420ccc36335a74d23e,4017,4-8k,30.0
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,110,91c198d5820bfba5caf396532a0b30a531e9d09a7a9005a4,5088,4-8k,69.56521739130434
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,121,917f18543035ee1b9161cded1d3352531dbf3b249b5f0a18,5009,4-8k,38.46153846153846
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,125,69ea47e54e2cedec193247f452f5d3bbef2566a93f1dd353,4334,4-8k,24.000000000000004
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,127,b5b0eb150f44a4d7641b9adf9267ca0c2492ea46626449b3,6202,4-8k,44.44444444444445
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,128,aeb6cb26b11fc386727a529761d9d233ec7ba8dea9800b0f,6097,4-8k,34.375
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,130,37dfd65b9a8316b9569875b8bcfc5a8bd65e044a88b2e894,5225,4-8k,61.53846153846153
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,131,c18fe208b75f8f5b4214e2cb17420d75bf525e176e425fc0,6308,4-8k,54.54545454545454
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,137,a9f124fabc341d61e359af8e8badf79dd63a97896c28842e,9607,8k+,32.786885245901644
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,141,110688fd7522324ef26cbf3ec4f4b7ab29aa0b687aa1ade5,8366,8k+,56.41025641025642
fixed32_learned_2p5_s35_step10000,learned,2,35,multifieldqa_en,Single QA,147,25d54c0a145838996b56def82126f35b3fabe3e100d10fc0,10003,8k+,10.169491525423728
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,1,b2af3aefc3bc4f5ba5340eca87389e8dcaa6fa1834110aaf,3669,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,2,8a8f9b9a86f187871fec7c7adf266d2f5e8a657933b690b1,2697,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,3,ebbd87b5c458cf749032bb57bb69ba30cd54ac841b39153d,734,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,10,4bed97d5daa9f4078353a6cd57e7427f4a854bffa5c09234,3711,0-4k,50.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,12,df9c97f6d1531f7868982667505b92012d0919604b6fe131,111,0-4k,25.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,14,4238125ba7385b441a08dedeb5cf574bf64bfe06e8d578e6,2800,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,16,88ecef6a544abe95c7d7b3130586c02359d2a3efa43fd1f5,3177,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,21,0f1a738be89f269824727205b57bbd6a919c1624dce1ef75,3769,0-4k,66.66666666666666
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,22,c16d4b1878bbdb269cbee8cb555ce4ab1c3235feffd45569,2389,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,28,6a19ad6f564ebfc50447ee4315ab9a246aeb472906728777,3741,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,31,f349d7bdea5f38b858c69ddae4698a287f9d201869c14919,1541,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,59,4f5b0bbb79b41096e3c08dc389fa73bed986646fbdd433f1,455,0-4k,57.14285714285715
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,62,742da520ae9d71cce87bd2fe8b9e1f379159e6d8aa5b9e76,3618,0-4k,33.33333333333333
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,64,63dbf610a548f46c6ab48873e867d8ac279baed6641602e2,3708,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,74,c4060a84a9f2595ffbb355e4a5cc6dea19235ab2adb3156d,3332,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,78,c6d7b3b756c44de21e714d0d2e76444a864e7537944085b8,2053,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,85,34d08a67ba7f669a04efb1c32fd70f739db7f82091725db7,2998,0-4k,66.66666666666666
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,89,4d11069ad20503043d9ea9325e22a7453cd0ae5e13010e41,3829,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,92,32ad36b963ce30dc10af96f5fd49615a08f314fd96498faf,1760,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,96,ad3b0ce8a9aaed70ba9db2fdae6d812ae61d39b7cb409376,3730,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,106,36b7e445832590b8ddf74995162cd5e94f7f620cdfc992dd,7169,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,121,5fdd140211b5a3c1c879875b2c782e573cf4df4f68c8408e,6445,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,135,d3493a99d0e83a5431e4a5d829bb241692bae70fe1d3bf17,6106,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,137,b54ac67dca39af1dd1a86e7e4ee7e1bc9f35ea6716ab4811,4553,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,143,3eac2334d7487e0af820564d78caebec2622d63fd8022b46,7158,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,149,524d2df4e388792739e2486b131d791c9966e797f4dd9492,5564,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,150,53ece48014dc927d7323861f5ae124b12d85aef7167fd61e,5564,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,156,e165b7488915cd9a46cf08559023a2817cf8f8f990d1c1d7,6616,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,161,3ee69bccf187ffef58557d9b803ad4d02c91d9f243b123e6,6641,4-8k,76.92307692307692
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,163,83064e2a0fb5187950fe03a49d84d1f936642098ec26050c,7955,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,164,edd45d630ff415b7bd90c0065eca6f7612385c14f24d1054,6289,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,166,707ae5ee488227619cbd0c8bbd094b00f71042170a4a6e5a,7951,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,168,780f15259479e8965d474efc011eb220ac4078da86e8dc19,6091,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,169,c18c76f9efb43dc4d15ce54891af6a60178be55f1eec2656,7002,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,177,612961d8f4c473a6be137dca843cdd647da01c26898aff1c,6023,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,179,4ca4c647a9e240cc57709696edd881c49eb11fef88ad9a3d,5539,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,187,3b8cdf73ba6193a99f558f6c3436f4fb6337eb509cbc0c20,6427,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,189,09221499868bb9e1a230f8530fa4759e812e5f2738d12942,6951,4-8k,33.333333333333336
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,194,0108dc554454ee9588a103ed696da4a5b64baabaf365c0c7,5267,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,196,9dcf45062f2d1dfd6e6ff6773f094c49bd8e9192e19579e2,6376,4-8k,14.285714285714285
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,200,7504ff847adb8044a6217e1cee5d4e7f5d3b80a7adb9d9fe,12402,8k+,66.66666666666666
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,210,96ce2b141e2b896cb4fbe983da329a08e30c0e26435a3490,11927,8k+,80.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,212,511cc0ce50a9d666a125314767f8cc676db17946184647c6,8582,8k+,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,213,ce41e73398410371a755f618a953a68b14f75b8f2e8a62cc,11543,8k+,25.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,229,92be640857b6dd2e6beef9c07b7c3805d358192150971dda,9507,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,244,b382a3ff1ff044c91cba6eafbbae2a2be82e107109d35688,10307,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,247,347631d4064c4de0fd85f68be4c485d493832a0993e15c8a,8397,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,248,2535d2242d639673fd521b46e330d67a5ebfc00d336b8148,9348,8k+,40.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,257,8149fb371e91a3c4e6776957a8591519d55910bb5029e267,12126,8k+,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,258,adde6fd9958589ef78af9e192aeffd8e48dfbd8d35014f4f,11278,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,269,8624d9d6e32f86e7fb8f13e128a1b602b4e3d3524fb51285,12247,8k+,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,272,a2d25d651cee56af2fe24ed869f0274b0d67da4df39aa766,8662,8k+,50.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,276,27fa190091460428cd374c49583b9721fbd4a742e0e5e66e,8101,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,278,88e3bc9e0eee130cd7cd23ebed32a425fd76a7bc566a64bd,10365,8k+,40.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,283,e71fd79076da6ff2259a596d154b78301488419a5736ac21,8655,8k+,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,286,52159c74eaf34175bef4c0c07531f5908ba3eb1d390ca97d,9438,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,287,09178d7f5a8d0871547a5c3959d36176d1fdbf7df05cc70d,8723,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,289,726f8ef3f7163c31b7a13fd8cbd5f6d2a2a8f1f39dea3669,11880,8k+,30.76923076923077
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,293,d8587b6f618731d635c0e9d5cac40a523b31103e63aa5613,9415,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,hotpotqa,Multi QA,299,e8d216d8aacd34ecc573741090194f0f0e5762918c9856c4,11638,8k+,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,3,4adca5ba1654b740d1e25c6e73d45aa2f3621537bed9086b,2858,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,7,7a0b2aa530cd3c6c74154e334e96c8aae27f68fa12d65bb1,2258,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,13,fbbe6a3e39955eca34caa6cf37d147f6af697a70eb83a30c,2990,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,15,e9a287057b6f318c6cef9d0e2b12256c7b9473f4b783d38d,2424,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,20,126e59f70d78a02c20e400e5b0ad54b85643c1d6bae5ac01,1960,0-4k,40.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,22,10bc38f76e4c289c34c3bad79da384763efb03b79c19d98b,2246,0-4k,20.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,31,13544cb436cbe98f1b565d58244f53f8b38eb63b4a5177e4,3193,0-4k,28.571428571428577
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,39,54a23d6cb838dd2a56c1ef30e4b4ecf742735f659c470879,2666,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,44,b18a8d110828baf5ddd8cb6c3f7bc31fa54f8e47523cf13f,3582,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,52,6ed335d2f7555854fe36dce42f97d56693aba9a53fe82406,2916,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,54,08329413599479c4da9c37f070361d36e0a440aa56deda69,3787,0-4k,66.66666666666666
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,58,853a76d5cce07034f8d10c1f94bd8beb70f4e34f4a5638ee,2816,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,59,41787a3d84bc8bec3d0d10839881ec35adfb4142d49b5482,1252,0-4k,50.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,63,72b0975d7878f72d5b0142cf8e1551a8b8f124eaaa99a715,2980,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,68,c67a466a8e3d23bf26e8943352ef9239007495c8bd6febec,3515,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,71,8e5c5292e42825f60d52f62ffc53006513725eb27a831c48,2436,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,77,62b8538f15d1af02f2e87a24e7ee549034906c5a870cac97,3934,0-4k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,88,16b98a59e06d1c72b4da73f79e5c99f936e8c2fdbee29a0b,3543,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,89,f479830ec67206a7edd48ae2ac6f8fc1f639da89caf1a0d2,1405,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,91,313350f4cf6f6589899303d892f49d9f83a79df302126841,3994,0-4k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,112,1f69042b1b5c54db57567137b3cc824c3cf27504897bd17d,4003,4-8k,20.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,118,9354c44bd9db99cfb2b8f803def7504f1a8bf16e182b5514,4864,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,126,ffb74b527f19f9e8c0fdc8a392174309f50696c95cbd7c97,4993,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,129,d64ce42f72497e502a412d395566e55a3793d05b35004cb4,6417,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,131,d524ca109e5ac6284dec16931f2403ef7859225cfde19e9e,5848,4-8k,0.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,133,d8a4ba25a31cde41c5ce4581f3c4cbd827cc6fc61b31ffe1,5645,4-8k,100.0
fixed32_learned_2p5_s35_step10000,learned,2,35,2wikimqa,Multi QA,141,3ff90e4a03bbab1ee558b8f8c49f99ede2a353921d9a63ad,4141,4-8k,0.0
