condition_id,method,bit_width,seed,task,category,example_index,example_id,dataset_length,length_bucket,score
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,75,26c58dd3a2eb5eb56503bf26f523dd9017bc802edc1d4223,17499,8k+,88.8888888888889
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,76,e4763b2d20ad1b86e79d853759b3c68636b69b8fc58c9a5e,10014,8k+,66.66666666666666
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,77,8341f7a6590de673c41b1847546ba9a2b7bef46906443a29,8148,8k+,18.181818181818183
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,78,1f4e0b8679c63575a052299e5d266741fe47c6eb672ece9e,23324,8k+,12.5
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,79,7570a52d69ab93c5f54eba4c45d44a3411650c1e4694760a,29630,8k+,100.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,80,d660c82758a6d8d265d8214e779593755f968c1f75acfb87,27508,8k+,28.571428571428577
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,81,141a3f0713e008f2b19cb78757c28d61c8f71427d4613c44,17497,8k+,33.33333333333333
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,82,3b93fd7360b75c5207a3de730296a6a1a968289c27ea1d6c,29633,8k+,25.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,83,ef34f858c45b105916d82027347c397ca58151b0a6bd37aa,11198,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,84,00e523b3da92cec012d5262c1d0c98507f6c4b67e3c8aaf4,10016,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,85,b7b3b83227d5bd105ada694c356855ffe9e2a5e09dd613ab,6598,4-8k,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,86,effb0e0c603a8569abcfe4078c09c8c63f3c6f57e85df43c,22761,8k+,66.66666666666666
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,87,0db2f34454b48e055fc1f54e54f6f19c4e2bd41c2e52795f,25086,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,88,add987fbf4b13d64b945bf44fb0b7cc5a9284a6a5b75d71c,11194,8k+,25.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,89,971da5c683ec66c727895dbbab133b42bd4aff3e75c8eda5,23312,8k+,100.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,90,7b71f8fab58b267e1a174412725a0d0df25f260d596d9c70,27516,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,91,ac44a02780985754f0c439cdc0fa9b0ed3a9f80e76da0304,29635,8k+,40.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,92,e1514d530becf70246cb43e50b44a1c615cbbded416ccb15,25086,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,93,fb2d8ee43b24c62eaa479e62d1ac1fabdbb461cc1a60099b,6602,4-8k,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,94,99ff684ab5baa313a2e0a02355fa055b0c4ae1137b44a153,8146,8k+,33.333333333333336
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,95,ba3c942a713b66ab70a132aed673b0e9f46faf4727d59f6b,8724,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,96,a1d871fbe70ac6b9dcec5a8c89c6bf0cf26230b0b4f1968b,7902,4-8k,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,97,8317d375904e2fcba00401b32177f783d5f8d348a1ef503f,7896,4-8k,25.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,98,dd97ebb3408847191356780310676099e897a13ba1b1b4d0,29633,8k+,74.99999999999999
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,99,fa81b8a2b6a29cc83f00088ce2bca908175658075648bad2,22768,8k+,15.384615384615383
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,100,e3828e0aa23a133903295abea7fdf8d449ce1edf2f202593,22766,8k+,66.66666666666666
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,101,1842b0ff1882e545a6d41d5caf67bba5312872423fa48e74,29631,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,102,d298b30eedffe37aa3082a45a8be4cc7dfe4f2b9cba5dc96,23319,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,103,cb76250ae8598592d1baa7ca35e914646a3d5dcbf8220896,18050,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,104,04f150c4bf11012af442b15c455ff708641861c80bd7e7dc,8723,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,105,de0f895b76472481f0f37ea6b4a386d3f6cde97ae64e0516,23315,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,106,3cef32e4b61eee93ced7c533804485d3c49ee09560b72120,18050,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,107,cb00113ac346ae33f58e2d4729f7c2bc5ef5a6e32adc193b,23312,8k+,18.181818181818183
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,108,28e5088749902173994fdcde40990b3f316d69bdbdaea0f8,10016,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,109,eb73d93ce14c59f39742a50530616f774ff426eab7427f99,36409,8k+,36.36363636363636
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,110,1cf24ba18f6900bb1f182594f614a8da725a8467d6255e08,22692,8k+,100.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,111,d844057a13c2cc7018e8328dfe10767938b3e28689e359ff,27506,8k+,50.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,112,76ebc13c929fa3fb7b51d0c58d1d1f86214b096b53f8351b,17495,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,113,16cbcc8b763a701d2c65eb13cb180e3195868e65de706ea5,22695,8k+,50.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,114,1309d6cce29b59587533ab35e031789c33f1186e988ebc91,14768,8k+,30.769230769230766
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,115,640cd8b132ca6e7906758f1b7401c6f0512e5350af0ecbbe,27739,8k+,33.333333333333336
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,116,d96a627657534494f9c586e0c1b74d6b746c29e35f12a2c4,17492,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,117,f833f7b0219b25a96177a2aa6c9b30afadcb6d3fc95235f9,22766,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,118,979294831f2e204dd0340f8017a76400d0e67bf7feb92629,22692,8k+,50.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,119,0a567230f3e2096d313699858dc654ee517ed5acbc9d96ce,8139,8k+,18.18181818181818
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,120,42a2c14632d52bae9db7d4ba4ee0e76a033d95762dc7b88b,7901,4-8k,34.48275862068966
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,121,24b64b063d69befcdfb40fc1cfedc18591ca72fbf30b8d76,17494,8k+,20.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,122,9b7e93c37eda3b907a9caa5eba250f8b25484613a10f8d95,29630,8k+,66.66666666666666
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,123,968946b19201f80e7a25eab638238ca70ec79b905d22bf38,36405,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,124,287326088a17e7eb46973099e2a58e3374d50280f6cb1e27,36411,8k+,40.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,125,a24cee35ff6ec6914bf94c1ef8b6cd4f9730a77d4caaa8b2,6594,4-8k,20.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,126,6400c535cd592c9e7e30d15803baa5c7f98e2c06e7ea1da6,7902,4-8k,11.11111111111111
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,127,6207b43d3369505e941b78f47a230efea8edde3b68bf50f4,14761,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,128,a4d4338ea46bcf775691966f2308ed8e1eae9d4f21581279,14763,8k+,10.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,129,563e90502f5614d7c6767f0d1c54677e8ad7523dd9627bc6,23317,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,130,de8d64e55be4e4abc78ab3c27e7f28ebd28c7484c111b435,27740,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,131,cb33b635d4a123fa9708b209bbfa323f19af169d0b71bb2f,23311,8k+,40.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,132,5fdcf93eab07256e5d12a724f77d59505203dda0a1b89a0a,27511,8k+,100.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,133,a5a146aef10058746200bd69eda1c3dc093261cc97ec32ce,11197,8k+,28.571428571428577
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,134,0431126a12d83a266d88603f505ac4f1014bcb3d8cc02c10,10015,8k+,14.285714285714285
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,135,5c19d56ccc3fd2563e9d5ff9a5683a6ed8ee9ff506797a01,8724,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,136,82c3336e4f0ee4fc778e163032ecdfcd091dd8c91f50929c,7900,4-8k,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,137,7284b797cdd8a5d15d986be4fc7ed72512fe1d164bb8c0db,8143,8k+,36.36363636363636
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,138,989c68a5afa115a48dd9edac8b946a517fae775b6062b3be,17495,8k+,8.695652173913045
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,139,78e1602679a5ca1b22f32e665e8c31039b1a0c16a099efe5,8139,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,140,d41198bdebd7b9472ae77beecbe8b7e1b7a46dca92d2d8f2,22703,8k+,16.666666666666664
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,141,3aeebc5be470ddd2eafefee76cf25d8e6b08cbd669adc9e4,13958,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,142,9b448b0d8f056d1ddebb9503e4560a913dc529309759b358,31699,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,143,9faec974fe4711c5b929ebc90f89336aeafe4ad8c5801872,17497,8k+,33.33333333333333
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,144,33a9901ae9f88659b67c4f203e1a37b1c346d54c42b5b507,27510,8k+,44.44444444444444
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,145,327947f2fade3b7bda5cfa6d24919d42d2afe66dc15d98d4,7900,4-8k,23.076923076923073
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,146,c0442bb0d481a92b102c0a19f1b9ffeb338f9094d0fdea97,36413,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,147,b3234117bf4b7f313d5f79d32cb3a7ad90abf474d9baa814,6595,4-8k,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,148,2f4afd346731e656a9ea321b5a004ffc71da657b2cf2bb5f,5400,4-8k,33.333333333333336
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,149,d99cd0d28d5737d137c97f32cd4f4938884b389d7a382687,27511,8k+,40.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,150,e944eedcb7ca073f4325399091571bdfc54a9492d964fe25,27742,8k+,8.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,151,07dc816717f2e2e35ef0d53c75e5c1985eb54cb342416357,29632,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,152,e7d4896765966f6a5c728acac7feaacf20b9424a57be29ba,14762,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,153,b379cad63ae59ca3d948327329ba6481b0205675a4669a26,8144,8k+,85.71428571428571
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,154,b4fc3cd3603720687018d2b4ec677a948aa3555ed8b218f9,22694,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,155,1c4fffbc6acfb659de69246ce9d1e1a47a7e0df4f07c467e,11211,8k+,9.090909090909092
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,156,616db78bbe044951aa6dd2cf7694fa9cb2679093fa94bb25,5397,4-8k,100.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,157,497f82e4a0a991e4a4dbf9c120e4b0e1b8c0aec1d0eecd15,10015,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,158,43867169c16323f8898535ee903c8541238c249da965d6f8,29630,8k+,100.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,159,38169ee3afb1356b30f468b13f180aa30364be96506f31ba,31693,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,160,6feac558ee5f3ecb14b0b926193cc88a083acf356292b42d,7898,4-8k,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,161,70b284b8df3a6b792b62c91b56a951f6ec946b73a14e8250,25090,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,162,cd10cf90d7eb19a9f362b7075c408e6c24e66663e051ee57,7906,4-8k,85.71428571428571
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,163,7098b345b24738b291638f32aa4638357c96f0298ae4a1a0,23311,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,164,0f21dd0fa76866f8616c3241e94707bb5096f62eac7b22d7,8139,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,165,8afafdee3d1ecc8c8c3ed128add65835b825bc8958b760a2,25097,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,166,ec7663a53f4cf9f8b08db6e01c53149998f86870fa5e2bf2,8140,8k+,40.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,167,bf3efe2d554a3bc0403a12e8b7789b4a1fd36857536a302c,14761,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,168,21584219f298228a2f511fdf76d201926a3f3a1878562e90,36406,8k+,0.0
learned_K2_V2_s35_step10000,learned,2,35,narrativeqa,Single QA,169,54f2f879348f7aee93be9a778ebe8a61a072c924be745986,27740,8k+,15.384615384615383
