allocation,step,minibatch_original_scale_mse,full_original_scale_mse,validation_original_scale_mse,learning_rate,gradient_norm
uniform2,4000,0.2263806164264679,,0.30261170864105225,0.00335891536164026,0.0196567140519619
uniform2,4100,0.22631722688674927,,0.30257177352905273,0.003287603876842916,0.019404388964176178
uniform2,4200,0.22613394260406494,,0.3024534583091736,0.0032156384820162566,0.019451554864645004
uniform2,4300,0.225652277469635,,0.3022962212562561,0.0031430901983165007,0.01934044063091278
uniform2,4400,0.2254018485546112,,0.3021616041660309,0.0030700306221407977,0.018948514014482498
uniform2,4500,0.22498351335525513,,0.30219411849975586,0.002996531854470237,0.019001901149749756
uniform2,4600,0.22475524246692657,,0.3020020127296448,0.0029226664297149017,0.018714288249611855
uniform2,4700,0.22461943328380585,,0.30197232961654663,0.0028485072441311364,0.018604295328259468
uniform2,4800,0.22407430410385132,,0.30173659324645996,0.0027741274838817727,0.018551545217633247
uniform2,4900,0.22413936257362366,,0.3017556071281433,0.0026996005528101916,0.018338488414883614
uniform2,5000,0.22356849908828735,,0.30153316259384155,0.0026249999999996294,0.018005460500717163
uniform2,5100,0.22349143028259277,,0.30144113302230835,0.0025503994471890636,0.018035270273685455
uniform2,5200,0.2231076955795288,,0.3012947142124176,0.002475872516117486,0.01784801296889782
uniform2,5300,0.22292204201221466,,0.3013337254524231,0.002401492755868123,0.017591020092368126
uniform2,5400,0.22247697412967682,,0.30124038457870483,0.002327333570284364,0.01743161864578724
uniform2,5500,0.22208437323570251,,0.301180899143219,0.0022534681455290305,0.01723608374595642
uniform2,5600,0.2220059335231781,,0.30099302530288696,0.0021799693778584866,0.01718854159116745
uniform2,5700,0.221957266330719,,0.30088678002357483,0.0021069098016828105,0.01699923351407051
uniform2,5800,0.2215043008327484,,0.3008546829223633,0.002034361517983084,0.016853228211402893
uniform2,5900,0.2216956913471222,,0.30082374811172485,0.00196239612315646,0.01655028946697712
uniform2,6000,0.22095873951911926,,0.30067741870880127,0.0018910846383591456,0.016390807926654816
uniform2,6100,0.220528706908226,,0.3005865514278412,0.0018204974394170942,0.016257816925644875
uniform2,6200,0.2202976644039154,,0.30054694414138794,0.0017507041873735666,0.016224946826696396
uniform2,6300,0.2201959788799286,,0.3004722595214844,0.0016817737597420851,0.016031557694077492
uniform2,6400,0.2198535054922104,,0.30042725801467896,0.0016137741825326562,0.015735946595668793
uniform2,6500,0.21960857510566711,,0.30033206939697266,0.0015467725631182953,0.015652606263756752
uniform2,6600,0.21955841779708862,,0.3002597391605377,0.0014808350240081596,0.015384694561362267
uniform2,6700,0.21924832463264465,,0.3000789284706116,0.0014160266375926156,0.015117003582417965
uniform2,6800,0.2191588282585144,,0.300017774105072,0.001352411361924645,0.015050016343593597
uniform2,6900,0.21898165345191956,,0.3000277876853943,0.0012900519776009654,0.014895169995725155
uniform2,7000,0.21849001944065094,,0.2999040186405182,0.001229010025805166,0.01461796648800373
uniform2,7100,0.21857771277427673,,0.29985636472702026,0.0011693457475739832,0.014422532171010971
uniform2,7200,0.21853682398796082,,0.29976871609687805,0.0011111180243466765,0.014427407644689083
uniform2,7300,0.21797911822795868,,0.2997395396232605,0.0010543843198561557,0.014260263182222843
uniform2,7400,0.21801258623600006,,0.29967349767684937,0.0009992006234192047,0.013978165574371815
uniform2,7500,0.21786946058273315,,0.29959505796432495,0.0009456213946818005,0.013845549896359444
uniform2,7600,0.21767008304595947,,0.29956597089767456,0.0008936995098740089,0.013736123219132423
uniform2,7700,0.2173370122909546,,0.2995205521583557,0.0008434862096275311,0.013380400836467743
uniform2,7800,0.21733473241329193,,0.29942649602890015,0.0007950310484073832,0.0133883161470294
uniform2,7900,0.21696579456329346,,0.2993825078010559,0.0007483818456076282,0.013167090713977814
uniform2,8000,0.2169725000858307,,0.2993302345275879,0.0007035846383594028,0.01304730586707592
uniform2,8100,0.21650922298431396,,0.29929012060165405,0.0006606836360978283,0.012925222516059875
uniform2,8200,0.21656624972820282,,0.29923558235168457,0.0006197211769326343,0.012763804756104946
uniform2,8300,0.21628552675247192,,0.29920440912246704,0.0005807376858655623,0.012547763995826244
uniform2,8400,0.21643124520778656,,0.2991912364959717,0.0005437716348957607,0.01253447961062193
uniform2,8500,0.21617460250854492,,0.29914626479148865,0.00050885950505257,0.012391321361064911
uniform2,8600,0.21612754464149475,,0.29907333850860596,0.0004760357503931551,0.012332095764577389
uniform2,8700,0.21579207479953766,,0.29904210567474365,0.00044533276400050197,0.012119646184146404
uniform2,8800,0.21561184525489807,,0.29906266927719116,0.0004167808460153662,0.011972024105489254
uniform2,8900,0.21573945879936218,,0.2990318536758423,0.00039040817373368344,0.011935737915337086
uniform2,9000,0.2156326025724411,,0.2990102767944336,0.00036624077379898473,0.011787905357778072
uniform2,9100,0.21536129713058472,,0.2989816665649414,0.00034430249651723954,0.01176305953413248
uniform2,9200,0.2155250608921051,,0.29894959926605225,0.0003246149923194849,0.011531033553183079
uniform2,9300,0.2150966376066208,,0.2989196181297302,0.00030719769039546236,0.0114139374345541
uniform2,9400,0.21537616848945618,,0.2989012598991394,0.000292067779519355,0.011408152058720589
uniform2,9500,0.2150481790304184,,0.2989163398742676,0.00027924019108654165,0.011373027227818966
uniform2,9600,0.21520641446113586,,0.29889437556266785,0.00026872758437811146,0.011249294504523277
uniform2,9700,0.21503952145576477,,0.29886865615844727,0.00026054033406768294,0.011229039169847965
uniform2,9800,0.21501930058002472,,0.29885998368263245,0.0002546865199828542,0.011213134042918682
uniform2,9900,0.21487240493297577,,0.2988569140434265,0.00025117191913138706,0.011171171441674232
uniform2,10000,0.21509061753749847,,0.29887712001800537,0.00025,0.01129385270178318
fixed32,0,,0.16601216793060303,0.1728495955467224,0.005,
fixed32,100,0.126962348818779,,0.1472046822309494,0.004998828080868612,0.008496015332639217
fixed32,200,0.12269189953804016,,0.14436113834381104,0.004995313480017143,0.007876281626522541
fixed32,300,0.1204470694065094,,0.14306700229644775,0.004989459665932312,0.00754575664177537
fixed32,400,0.11873684823513031,,0.14216582477092743,0.004981272415621887,0.007022129837423563
fixed32,500,0.11779096722602844,,0.1416357159614563,0.004970759808913454,0.006952240597456694
fixed32,600,0.11672370135784149,,0.14129433035850525,0.004957932220480639,0.006885824259370565
fixed32,700,0.11590606719255447,,0.14093810319900513,0.004942802309604528,0.006614866200834513
fixed32,800,0.11528313905000687,,0.14077448844909668,0.0049253850076805055,0.006576691288501024
fixed32,900,0.11464609205722809,,0.1404872089624405,0.004905697503482748,0.006536753848195076
fixed32,1000,0.11424249410629272,,0.14029425382614136,0.004883759226200999,0.006505001336336136
fixed32,1100,0.11393460631370544,,0.14020046591758728,0.004859591826266294,0.006312685087323189
fixed32,1200,0.11347890645265579,,0.1400098353624344,0.004833219153984604,0.006218342576175928
fixed32,1300,0.11304503679275513,,0.1399311125278473,0.004804667235999464,0.006207289639860392
fixed32,1400,0.11280716210603714,,0.1397901177406311,0.004773964249606805,0.006270840764045715
fixed32,1500,0.11250872164964676,,0.13968399167060852,0.0047411404949473735,0.006093570031225681
fixed32,1600,0.11221227794885635,,0.13965466618537903,0.004706228365104172,0.006172694265842438
fixed32,1700,0.11186875402927399,,0.139637291431427,0.004669262314134359,0.006042286287993193
fixed32,1800,0.11172216385602951,,0.1395207643508911,0.004630278823067276,0.005863666068762541
fixed32,1900,0.11134344339370728,,0.13941586017608643,0.0045893163639020755,0.006006601732224226
fixed32,2000,0.11104988306760788,,0.13938266038894653,0.004546415361640496,0.00608455017209053
fixed32,2100,0.11089396476745605,,0.13933801651000977,0.004501618154392257,0.0059500583447515965
fixed32,2200,0.11079263687133789,,0.13921645283699036,0.004454968951592488,0.00588233070448041
fixed32,2300,0.11049506068229675,,0.13923028111457825,0.004406513790372333,0.006132051814347506
fixed32,2400,0.11027471721172333,,0.1391712725162506,0.004356300490125841,0.005760807543992996
fixed32,2500,0.11010195314884186,,0.1390821635723114,0.004304378605318036,0.005943522322922945
fixed32,2600,0.10988080501556396,,0.13904991745948792,0.004250799376580624,0.00571789313107729
fixed32,2700,0.10964412987232208,,0.13902010023593903,0.004195615680143662,0.005800359882414341
fixed32,2800,0.10969676822423935,,0.13898102939128876,0.004138881975653123,0.0058371080085635185
fixed32,2900,0.10924419015645981,,0.1388891041278839,0.004080654252425782,0.005741289351135492
fixed32,3000,0.10909173637628555,,0.13886751234531403,0.004020989974194565,0.00576430931687355
fixed32,3100,0.10897444933652878,,0.13884010910987854,0.0039599480223987335,0.005705099552869797
fixed32,3200,0.10873899608850479,,0.13879580795764923,0.0038975886380750177,0.0056511410512030125
fixed32,3300,0.1085987240076065,,0.1387665867805481,0.003833973362407014,0.005617033690214157
fixed32,3400,0.10835997760295868,,0.13874487578868866,0.0037691649759914363,0.005603307392448187
fixed32,3500,0.10812292993068695,,0.13862280547618866,0.0037032274368812654,0.005615186877548695
fixed32,3600,0.10800257325172424,,0.1386277973651886,0.003636225817466876,0.005631695967167616
fixed32,3700,0.10781827569007874,,0.13863292336463928,0.0035682262402574154,0.0055582160130143166
fixed32,3800,0.10754170268774033,,0.13861076533794403,0.0034992958126259053,0.005545486230403185
fixed32,3900,0.10748200863599777,,0.1385287046432495,0.003429502560582341,0.005473011173307896
fixed32,4000,0.10735761374235153,,0.13851392269134521,0.00335891536164026,0.005510758142918348
fixed32,4100,0.1070559099316597,,0.13848131895065308,0.003287603876842916,0.005455028265714645
fixed32,4200,0.10685340315103531,,0.1384396255016327,0.0032156384820162566,0.0055539654567837715
fixed32,4300,0.10689795017242432,,0.1384703516960144,0.0031430901983165007,0.005401232745498419
fixed32,4400,0.10657695680856705,,0.13838285207748413,0.0030700306221407977,0.005317274481058121
fixed32,4500,0.1063423827290535,,0.13840976357460022,0.002996531854470237,0.00542586762458086
fixed32,4600,0.10631438344717026,,0.13838158547878265,0.0029226664297149017,0.005346452817320824
fixed32,4700,0.10603948682546616,,0.13833171129226685,0.0028485072441311364,0.0052891019731760025
fixed32,4800,0.10598582774400711,,0.13828572630882263,0.0027741274838817727,0.005338566843420267
fixed32,4900,0.10577758401632309,,0.13830938935279846,0.0026996005528101916,0.005297109484672546
fixed32,5000,0.10558579117059708,,0.13823018968105316,0.0026249999999996294,0.0052400147542357445
fixed32,5100,0.10555275529623032,,0.13825252652168274,0.0025503994471890636,0.005335201974958181
fixed32,5200,0.10540731996297836,,0.13823629915714264,0.002475872516117486,0.0051758987829089165
fixed32,5300,0.105180524289608,,0.1382100135087967,0.002401492755868123,0.005202191416174173
fixed32,5400,0.1049937978386879,,0.138197124004364,0.002327333570284364,0.0051966467872262
fixed32,5500,0.1048838347196579,,0.13815909624099731,0.0022534681455290305,0.0051369434222579
fixed32,5600,0.1048307791352272,,0.13813501596450806,0.0021799693778584866,0.005114773288369179
fixed32,5700,0.10479915887117386,,0.1380932480096817,0.0021069098016828105,0.0051008835434913635
fixed32,5800,0.10438013821840286,,0.13810645043849945,0.002034361517983084,0.0050734421238303185
fixed32,5900,0.10443568974733353,,0.13810434937477112,0.00196239612315646,0.004984486382454634
fixed32,6000,0.1042654812335968,,0.13807228207588196,0.0018910846383591456,0.004976734519004822
fixed32,6100,0.10427893698215485,,0.13804543018341064,0.0018204974394170942,0.004948995541781187
fixed32,6200,0.10388878732919693,,0.1380588710308075,0.0017507041873735666,0.004890121053904295
fixed32,6300,0.1038530170917511,,0.13801303505897522,0.0016817737597420851,0.004951507318764925
fixed32,6400,0.1038677915930748,,0.13801153004169464,0.0016137741825326562,0.004896262194961309
fixed32,6500,0.10374826192855835,,0.1380053609609604,0.0015467725631182953,0.004827436991035938
fixed32,6600,0.10353352129459381,,0.137986958026886,0.0014808350240081596,0.0048646205104887486
fixed32,6700,0.10356244444847107,,0.1379690319299698,0.0014160266375926156,0.004776729736477137
fixed32,6800,0.10336218029260635,,0.1379622220993042,0.001352411361924645,0.004819036461412907
fixed32,6900,0.10330886393785477,,0.1379484087228775,0.0012900519776009654,0.0047841789200901985
fixed32,7000,0.10329831391572952,,0.13795416057109833,0.001229010025805166,0.004780899733304977
fixed32,7100,0.10313920676708221,,0.13794545829296112,0.0011693457475739832,0.004605430644005537
fixed32,7200,0.10296659916639328,,0.13792183995246887,0.0011111180243466765,0.00460048159584403
fixed32,7300,0.10285964608192444,,0.13790345191955566,0.0010543843198561557,0.004572872072458267
fixed32,7400,0.10299652814865112,,0.1378961056470871,0.0009992006234192047,0.004539410583674908
fixed32,7500,0.1027885377407074,,0.1378888636827469,0.0009456213946818005,0.0045379335060715675
fixed32,7600,0.10274733603000641,,0.13786423206329346,0.0008936995098740089,0.004487253725528717
fixed32,7700,0.10237521678209305,,0.13786724209785461,0.0008434862096275311,0.004464080091565847
fixed32,7800,0.10259009897708893,,0.13786223530769348,0.0007950310484073832,0.004387478344142437
fixed32,7900,0.10249905288219452,,0.13785214722156525,0.0007483818456076282,0.004407413769513369
fixed32,8000,0.1023751050233841,,0.13783055543899536,0.0007035846383594028,0.004432213492691517
fixed32,8100,0.10228493064641953,,0.13784608244895935,0.0006606836360978283,0.004366113804280758
fixed32,8200,0.10235138237476349,,0.13783755898475647,0.0006197211769326343,0.004319626372307539
fixed32,8300,0.10209259390830994,,0.13782991468906403,0.0005807376858655623,0.004249531775712967
fixed32,8400,0.10204822570085526,,0.137815922498703,0.0005437716348957607,0.004199331160634756
fixed32,8500,0.10213140398263931,,0.13779863715171814,0.00050885950505257,0.00420556403696537
fixed32,8600,0.10203460603952408,,0.13779228925704956,0.0004760357503931551,0.004273232072591782
fixed32,8700,0.10196239501237869,,0.137803316116333,0.00044533276400050197,0.004251753445714712
fixed32,8800,0.10195164382457733,,0.13779102265834808,0.0004167808460153662,0.004187045153230429
fixed32,8900,0.10194429755210876,,0.13778740167617798,0.00039040817373368344,0.004233157262206078
fixed32,9000,0.10184171795845032,,0.1377895623445511,0.00036624077379898473,0.004186543170362711
fixed32,9100,0.10181037336587906,,0.13778020441532135,0.00034430249651723954,0.0041495696641504765
fixed32,9200,0.10180925577878952,,0.13778583705425262,0.0003246149923194849,0.004124863538891077
fixed32,9300,0.1018151342868805,,0.13777115941047668,0.00030719769039546236,0.004079352132976055
fixed32,9400,0.10171821713447571,,0.1377716064453125,0.000292067779519355,0.004110438283532858
fixed32,9500,0.10164313018321991,,0.1377800554037094,0.00027924019108654165,0.004040430765599012
fixed32,9600,0.10170933604240417,,0.13776879012584686,0.00026872758437811146,0.004133469425141811
fixed32,9700,0.1015411913394928,,0.13776084780693054,0.00026054033406768294,0.0040887934155762196
fixed32,9800,0.10167715698480606,,0.13776853680610657,0.0002546865199828542,0.004084703978151083
fixed32,9900,0.10165818780660629,,0.13776984810829163,0.00025117191913138706,0.004051040392369032
fixed32,10000,0.10164923965930939,,0.1377655565738678,0.00025,0.00406333152204752
kmeans2,0,,0.31031471490859985,0.3164176940917969,0.005,
kmeans2,100,0.20474977791309357,,0.23895901441574097,0.004998828080868612,0.012824766337871552
kmeans2,200,0.19331713020801544,,0.22981469333171844,0.004995313480017143,0.01201033778488636
kmeans2,300,0.18815627694129944,,0.22657158970832825,0.004989459665932312,0.011601678095757961
kmeans2,400,0.18488989770412445,,0.22487565875053406,0.004981272415621887,0.01141259353607893
kmeans2,500,0.18270711600780487,,0.2240058332681656,0.004970759808913454,0.011419271118938923
kmeans2,600,0.18106664717197418,,0.22324822843074799,0.004957932220480639,0.011193345300853252
kmeans2,700,0.1790838986635208,,0.22291269898414612,0.004942802309604528,0.011049605906009674
kmeans2,800,0.17826169729232788,,0.22253213822841644,0.0049253850076805055,0.011072643101215363
kmeans2,900,0.17762672901153564,,0.22233745455741882,0.004905697503482748,0.010982861742377281
kmeans2,1000,0.17670013010501862,,0.22204196453094482,0.004883759226200999,0.011045226827263832
kmeans2,1100,0.17596499621868134,,0.22179386019706726,0.004859591826266294,0.011064416728913784
kmeans2,1200,0.17542129755020142,,0.22165630757808685,0.004833219153984604,0.01094951294362545
kmeans2,1300,0.1751592606306076,,0.22157233953475952,0.004804667235999464,0.011005442589521408
kmeans2,1400,0.1745041310787201,,0.22144757211208344,0.004773964249606805,0.0110030397772789
kmeans2,1500,0.17406755685806274,,0.22123216092586517,0.0047411404949473735,0.011004682630300522
kmeans2,1600,0.17335845530033112,,0.2211669683456421,0.004706228365104172,0.010860675014555454
kmeans2,1700,0.17327536642551422,,0.22120293974876404,0.004669262314134359,0.010890109464526176
kmeans2,1800,0.17292313277721405,,0.22107639908790588,0.004630278823067276,0.010885806754231453
kmeans2,1900,0.17264138162136078,,0.22091065347194672,0.0045893163639020755,0.01084746140986681
kmeans2,2000,0.171893909573555,,0.22086584568023682,0.004546415361640496,0.01076394971460104
kmeans2,2100,0.17186889052391052,,0.22083505988121033,0.004501618154392257,0.010746054351329803
kmeans2,2200,0.1716107428073883,,0.2207430899143219,0.004454968951592488,0.010786736384034157
kmeans2,2300,0.17122183740139008,,0.22057972848415375,0.004406513790372333,0.010623246431350708
kmeans2,2400,0.17109446227550507,,0.22054177522659302,0.004356300490125841,0.010641999542713165
kmeans2,2500,0.17084458470344543,,0.22052258253097534,0.004304378605318036,0.010553956031799316
kmeans2,2600,0.1706787794828415,,0.22044482827186584,0.004250799376580624,0.010444385930895805
kmeans2,2700,0.17033249139785767,,0.2204548865556717,0.004195615680143662,0.010546132922172546
kmeans2,2800,0.1701730191707611,,0.22028057277202606,0.004138881975653123,0.01044202409684658
kmeans2,2900,0.16996139287948608,,0.22027061879634857,0.004080654252425782,0.010380502790212631
kmeans2,3000,0.16942918300628662,,0.22024843096733093,0.004020989974194565,0.010481073521077633
kmeans2,3100,0.1693934202194214,,0.22015750408172607,0.0039599480223987335,0.01045269425958395
kmeans2,3200,0.1691056787967682,,0.219978928565979,0.0038975886380750177,0.010300143621861935
kmeans2,3300,0.16866762936115265,,0.22002992033958435,0.003833973362407014,0.01032914686948061
kmeans2,3400,0.16832873225212097,,0.21995869278907776,0.0037691649759914363,0.010221422649919987
kmeans2,3500,0.1683202087879181,,0.2200121134519577,0.0037032274368812654,0.01018656324595213
kmeans2,3600,0.16800279915332794,,0.21991178393363953,0.003636225817466876,0.010209893807768822
kmeans2,3700,0.16798284649848938,,0.21980100870132446,0.0035682262402574154,0.010125474072992802
kmeans2,3800,0.1675189733505249,,0.2197241485118866,0.0034992958126259053,0.010037385858595371
kmeans2,3900,0.16742004454135895,,0.2196868658065796,0.003429502560582341,0.010039756074547768
kmeans2,4000,0.16716691851615906,,0.21967244148254395,0.00335891536164026,0.010061223059892654
kmeans2,4100,0.16671492159366608,,0.21962110698223114,0.003287603876842916,0.009840799495577812
kmeans2,4200,0.16663022339344025,,0.2195434272289276,0.0032156384820162566,0.009784072637557983
kmeans2,4300,0.16636526584625244,,0.2194325476884842,0.0031430901983165007,0.009788336232304573
kmeans2,4400,0.1662868708372116,,0.21942467987537384,0.0030700306221407977,0.009731105528771877
kmeans2,4500,0.16592006385326385,,0.2193625122308731,0.002996531854470237,0.009734406135976315
kmeans2,4600,0.1658531278371811,,0.2193584144115448,0.0029226664297149017,0.009632369503378868
kmeans2,4700,0.16536785662174225,,0.2192467898130417,0.0028485072441311364,0.00949183665215969
kmeans2,4800,0.1656211018562317,,0.21923285722732544,0.0027741274838817727,0.00954431015998125
kmeans2,4900,0.1650438755750656,,0.21922966837882996,0.0026996005528101916,0.009495440870523453
kmeans2,5000,0.16465185582637787,,0.21916638314723969,0.0026249999999996294,0.009388773702085018
kmeans2,5100,0.16468912363052368,,0.21912029385566711,0.0025503994471890636,0.009307285770773888
kmeans2,5200,0.16447629034519196,,0.21903465688228607,0.002475872516117486,0.009278465062379837
kmeans2,5300,0.16416677832603455,,0.21901199221611023,0.002401492755868123,0.009169889613986015
kmeans2,5400,0.16386796534061432,,0.21899452805519104,0.002327333570284364,0.009219997562468052
kmeans2,5500,0.16355660557746887,,0.21893632411956787,0.0022534681455290305,0.009030993096530437
kmeans2,5600,0.163605198264122,,0.21888191998004913,0.0021799693778584866,0.009059902280569077
kmeans2,5700,0.16334569454193115,,0.2188449203968048,0.0021069098016828105,0.009046860970556736
kmeans2,5800,0.16306747496128082,,0.21876774728298187,0.002034361517983084,0.008916523307561874
kmeans2,5900,0.16278474032878876,,0.21872414648532867,0.00196239612315646,0.008919773623347282
kmeans2,6000,0.16268682479858398,,0.21868225932121277,0.0018910846383591456,0.00881167221814394
kmeans2,6100,0.16255709528923035,,0.2186710089445114,0.0018204974394170942,0.008757783100008965
kmeans2,6200,0.16267937421798706,,0.2186339646577835,0.0017507041873735666,0.008669920265674591
kmeans2,6300,0.16193845868110657,,0.21854880452156067,0.0016817737597420851,0.008589993230998516
kmeans2,6400,0.16188286244869232,,0.21850332617759705,0.0016137741825326562,0.008629927411675453
kmeans2,6500,0.16188234090805054,,0.21849015355110168,0.0015467725631182953,0.00845557451248169
kmeans2,6600,0.16181349754333496,,0.21847835183143616,0.0014808350240081596,0.008401849307119846
kmeans2,6700,0.16157297790050507,,0.21845631301403046,0.0014160266375926156,0.008364103734493256
kmeans2,6800,0.16119568049907684,,0.21840167045593262,0.001352411361924645,0.008250052109360695
kmeans2,6900,0.16127941012382507,,0.21838180720806122,0.0012900519776009654,0.008226768113672733
kmeans2,7000,0.161064013838768,,0.21830040216445923,0.001229010025805166,0.008193221874535084
kmeans2,7100,0.16090695559978485,,0.21827468276023865,0.0011693457475739832,0.008039824664592743
kmeans2,7200,0.16065680980682373,,0.21827831864356995,0.0011111180243466765,0.008094562217593193
kmeans2,7300,0.1606541872024536,,0.2182142436504364,0.0010543843198561557,0.007926136255264282
kmeans2,7400,0.16043832898139954,,0.21822716295719147,0.0009992006234192047,0.007837326265871525
kmeans2,7500,0.1603272557258606,,0.2181841880083084,0.0009456213946818005,0.007869655266404152
kmeans2,7600,0.16014979779720306,,0.21816198527812958,0.0008936995098740089,0.007833410054445267
kmeans2,7700,0.16014298796653748,,0.21814875304698944,0.0008434862096275311,0.007722715847194195
kmeans2,7800,0.15994764864444733,,0.2180885374546051,0.0007950310484073832,0.007668405771255493
kmeans2,7900,0.15979424118995667,,0.21808551251888275,0.0007483818456076282,0.0075415363535285
kmeans2,8000,0.15969984233379364,,0.21805404126644135,0.0007035846383594028,0.00753841083496809
kmeans2,8100,0.1593998521566391,,0.21804219484329224,0.0006606836360978283,0.007375818211585283
kmeans2,8200,0.1592177450656891,,0.21804270148277283,0.0006197211769326343,0.007381657138466835
kmeans2,8300,0.15897534787654877,,0.21803127229213715,0.0005807376858655623,0.007368607446551323
kmeans2,8400,0.15929847955703735,,0.21798144280910492,0.0005437716348957607,0.0072542475536465645
kmeans2,8500,0.15910805761814117,,0.21798810362815857,0.00050885950505257,0.007241487503051758
kmeans2,8600,0.15907689929008484,,0.21794858574867249,0.0004760357503931551,0.007143071386963129
kmeans2,8700,0.15889425575733185,,0.21794115006923676,0.00044533276400050197,0.007167712319642305
kmeans2,8800,0.158970445394516,,0.21793663501739502,0.0004167808460153662,0.007086236495524645
kmeans2,8900,0.15854528546333313,,0.21793511509895325,0.00039040817373368344,0.00703304260969162
kmeans2,9000,0.1587119847536087,,0.21791280806064606,0.00036624077379898473,0.007012416608631611
kmeans2,9100,0.15859046578407288,,0.21788977086544037,0.00034430249651723954,0.006971707101911306
kmeans2,9200,0.15855678915977478,,0.21785981953144073,0.0003246149923194849,0.006941907107830048
kmeans2,9300,0.1584048867225647,,0.21788088977336884,0.00030719769039546236,0.0068982611410319805
kmeans2,9400,0.1582898050546646,,0.21787548065185547,0.000292067779519355,0.006904146168380976
kmeans2,9500,0.15848611295223236,,0.21788160502910614,0.00027924019108654165,0.00689969677478075
kmeans2,9600,0.15825508534908295,,0.21786652505397797,0.00026872758437811146,0.006793702021241188
kmeans2,9700,0.1584801971912384,,0.21787627041339874,0.00026054033406768294,0.0068724253214895725
kmeans2,9800,0.1582094430923462,,0.21785984933376312,0.0002546865199828542,0.006819314789026976
kmeans2,9900,0.15834328532218933,,0.21785064041614532,0.00025117191913138706,0.006830521859228611
kmeans2,10000,0.1582106351852417,,0.21785897016525269,0.00025,0.006803092081099749
uniform3,0,,0.153858944773674,0.15750107169151306,0.005,
