comparison_id,allocation,contrast,candidate_condition_id,reference_condition_id,task,category,example_id,manifest_index,dataset_length,length_bucket,candidate_score,reference_score,difference,outcome
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,37c0ca334bad96a1cf17879108e112591f7088f3794b6533,,3160,0-4k,21.62162162162162,0.0,21.62162162162162,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,e2b21e6c72b2a258c8d8dd7b7f94ee08b4a1edd012ccce04,,1541,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,ab031ab8495d8200afcf794d5368ed54353ec254b176d190,,2435,0-4k,46.42857142857143,16.0,30.42857142857143,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,aefe71d17866995c454d51362893d2fb48de1a3d55d3cdb0,,1514,0-4k,0.0,5.7142857142857135,-5.7142857142857135,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,b88143528621f772f4673e1d5249faa750e66bd3d25dc48a,,4820,4-8k,100.0,2.2988505747126435,97.70114942528735,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,536136d642ecfb95aa51b8057018d9e41fbc39100f4ae120,,4460,4-8k,85.71428571428571,0.0,85.71428571428571,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,9b239d896d4e14a1119ff7a96adf888b3ee3672b9890917d,,4106,4-8k,28.57142857142857,1.7857142857142856,26.785714285714285,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,9b74d12df29676d618b03e2da39919e522a4bcdf638e7977,,4173,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,210d7e49f1b17fdad67a9a09194869f85065ed34e59062b8,,4924,4-8k,80.0,0.0,80.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,ce0c9192b838497901c0360f9f775aaaa8711369f3ef9ed2,,4581,4-8k,6.896551724137931,2.7027027027027026,4.193849021435228,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,fbc4a45ff813e0a9578becabc2079b8da6de5193d5827cd9,,4704,4-8k,0.0,5.797101449275362,-5.797101449275362,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,10f5ce4c9054e6a2508cc67328ca303d3b5ee57bae2b7fd9,,4779,4-8k,27.397260273972602,10.738255033557047,16.659005240415553,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,34876cd63f0e18aebfa721150cc5e3e83c4d46aad5327a28,,4109,4-8k,46.15384615384615,0.0,46.15384615384615,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,77d5b65213c33d96b4c145e035798509a2d46c7d01756f8d,,4841,4-8k,57.14285714285715,0.0,57.14285714285715,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,ddc6bc30de561312913bb1868a4613a33d0a09adefbd8de6,,4286,4-8k,0.0,2.197802197802198,-2.197802197802198,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,44a094746f7f8f2b2d019500cc03e680dd5d17620691e914,,4133,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,01a9ec56805c938ec7ad3cc00bd2d02b8347194fd7e6a0a4,,4489,4-8k,19.35483870967742,4.123711340206185,15.231127369471235,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,d7906e115d8431133b71ebc7153d10a816d90301d0def756,,4481,4-8k,50.0,2.150537634408602,47.8494623655914,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,dcadecc0543ae52be074ae5faf2f33c684278cef100a96b2,,4746,4-8k,85.71428571428571,2.469135802469136,83.24514991181657,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,a4fb3e0fa052620263db39d9a236e26a4d7217452498793c,,4475,4-8k,72.72727272727273,2.469135802469136,70.2581369248036,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,fea2cbfb8a37b19a11e07eaa90128173b42221db70044e00,,4063,4-8k,32.432432432432435,6.896551724137931,25.535880708294506,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,57e90555e82551bb8d4b0dfaaf6b559927d8af2a86ab1b79,,4592,4-8k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,c46903fbc4bcb0a45688ed9064c20cc2f5a3c8df9601dd36,,4857,4-8k,50.0,4.444444444444444,45.55555555555556,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,d8fa56cc40d195ace5ae35d187db59d7480cf969938ad3db,,5092,4-8k,36.78160919540229,0.0,36.78160919540229,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,0da153430cc4d3999a6c67e8299d79be643e6248512ca37a,,10349,8k+,0.0,2.4390243902439024,-2.4390243902439024,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,1af3bf48e725d85d4a07cc397290bdd995f78051e050b29e,,12950,8k+,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,074b526f101518a8f5c810fed1e28f757dacb7805b161e22,,14472,8k+,0.0,2.5974025974025974,-2.5974025974025974,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,7298df1684edcba5ed943763da3920e06b63260de694add2,,13401,8k+,8.108108108108107,4.123711340206185,3.984396767901922,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,qasper,Single QA,c3925faf84892de7224e37e3990407cfe488855ff7f5ce11,,13391,8k+,27.27272727272727,0.0,27.27272727272727,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,dee63735510f6958f4c5bf318421c9b9fac0bc8b3e341a4a,,2952,0-4k,80.0,0.0,80.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,322b4b2b074049aac101086797d655a21671ef5a9f366353,,669,0-4k,11.11111111111111,0.0,11.11111111111111,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,ce720011515773e6bd7b4b355c52a7215ad2920f18a1ec14,,1852,0-4k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,d5422b0fdbed42c0f1d2213edb6c7637802452e4ca7287eb,,812,0-4k,70.0,34.28571428571428,35.71428571428572,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,420ce59c7a0c084e938dd69dfacf59f61ac3ebbd237780c8,,1856,0-4k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,69e69439e349a539ca4cff96ae35aa8499ca61886801d488,,1414,0-4k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,235a5c99cd7fae9e2b410ad99c1b1fafea43799d3f1138a8,,1810,0-4k,46.15384615384615,4.25531914893617,41.89852700490998,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,fe952dfd723c9b88f1ed4665679b7a13987729fa1c37b0e3,,2409,0-4k,0.0,15.09433962264151,-15.09433962264151,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,d70ca68d05af951cd8ff2052095597d1b4dca557bfb0b40b,,2431,0-4k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,238c4efe738cecd8346abfdc57707996aef30f9b43d1a577,,2103,0-4k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,fc1544761460f97af3a338bbf3e3c648c00ec27b8b297069,,1193,0-4k,100.0,5.714285714285714,94.28571428571429,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,b321c147c0e0a8a35ee8738ad89326ecad1509bf591b4233,,2616,0-4k,63.1578947368421,0.0,63.1578947368421,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,b41aef2d0475f46a78a3168c6c8a614170975f82507cf2e4,,2490,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,120cb783c796fbedbc76f04cf9be3318e54a63cd642c4401,,6235,4-8k,5.714285714285714,3.8461538461538463,1.8681318681318682,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,9ac60cf60d4bae1dc93b09f374b74b3dec8b1b333397d7cd,,6240,4-8k,20.0,0.0,20.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,ddfed65e5495d0257b22a9537993c3453d8590cc94b8e0d6,,6444,4-8k,9.09090909090909,0.0,9.09090909090909,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,b16c38bf627891a3bf60ee57f9f3c2f5730f4ea3a0f44b0e,,6766,4-8k,66.66666666666666,0.0,66.66666666666666,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,6ee1971ac8c7c0ee4a5add9ec201557d28d3c2f66b176fb4,,7321,4-8k,13.333333333333336,7.547169811320756,5.78616352201258,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,229b5bf2402ae2950c72494dcfd5f1c825c396205b49ca50,,6539,4-8k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,4d6cd243b10a8460d2e2239182b797420ccc36335a74d23e,,4017,4-8k,50.0,12.244897959183673,37.755102040816325,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,91c198d5820bfba5caf396532a0b30a531e9d09a7a9005a4,,5088,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,917f18543035ee1b9161cded1d3352531dbf3b249b5f0a18,,5009,4-8k,50.0,4.166666666666666,45.833333333333336,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,69ea47e54e2cedec193247f452f5d3bbef2566a93f1dd353,,4334,4-8k,27.27272727272727,0.0,27.27272727272727,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,b5b0eb150f44a4d7641b9adf9267ca0c2492ea46626449b3,,6202,4-8k,33.33333333333333,3.7037037037037033,29.629629629629626,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,aeb6cb26b11fc386727a529761d9d233ec7ba8dea9800b0f,,6097,4-8k,26.666666666666668,6.451612903225806,20.215053763440864,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,37dfd65b9a8316b9569875b8bcfc5a8bd65e044a88b2e894,,5225,4-8k,53.333333333333336,7.272727272727273,46.06060606060606,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,c18fe208b75f8f5b4214e2cb17420d75bf525e176e425fc0,,6308,4-8k,45.45454545454545,11.538461538461538,33.91608391608391,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,a9f124fabc341d61e359af8e8badf79dd63a97896c28842e,,9607,8k+,37.5,12.5,25.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,110688fd7522324ef26cbf3ec4f4b7ab29aa0b687aa1ade5,,8366,8k+,58.333333333333336,14.814814814814813,43.51851851851852,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,multifieldqa_en,Single QA,25d54c0a145838996b56def82126f35b3fabe3e100d10fc0,,10003,8k+,8.695652173913043,9.302325581395348,-0.6066734074823046,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,b2af3aefc3bc4f5ba5340eca87389e8dcaa6fa1834110aaf,,3669,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,8a8f9b9a86f187871fec7c7adf266d2f5e8a657933b690b1,,2697,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,ebbd87b5c458cf749032bb57bb69ba30cd54ac841b39153d,,734,0-4k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,4bed97d5daa9f4078353a6cd57e7427f4a854bffa5c09234,,3711,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,df9c97f6d1531f7868982667505b92012d0919604b6fe131,,111,0-4k,25.0,6.451612903225806,18.548387096774192,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,4238125ba7385b441a08dedeb5cf574bf64bfe06e8d578e6,,2800,0-4k,0.0,17.391304347826086,-17.391304347826086,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,88ecef6a544abe95c7d7b3130586c02359d2a3efa43fd1f5,,3177,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,0f1a738be89f269824727205b57bbd6a919c1624dce1ef75,,3769,0-4k,100.0,8.0,92.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,c16d4b1878bbdb269cbee8cb555ce4ab1c3235feffd45569,,2389,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,6a19ad6f564ebfc50447ee4315ab9a246aeb472906728777,,3741,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,f349d7bdea5f38b858c69ddae4698a287f9d201869c14919,,1541,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,4f5b0bbb79b41096e3c08dc389fa73bed986646fbdd433f1,,455,0-4k,57.14285714285715,11.76470588235294,45.37815126050421,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,742da520ae9d71cce87bd2fe8b9e1f379159e6d8aa5b9e76,,3618,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,63dbf610a548f46c6ab48873e867d8ac279baed6641602e2,,3708,0-4k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,c4060a84a9f2595ffbb355e4a5cc6dea19235ab2adb3156d,,3332,0-4k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,c6d7b3b756c44de21e714d0d2e76444a864e7537944085b8,,2053,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,34d08a67ba7f669a04efb1c32fd70f739db7f82091725db7,,2998,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,4d11069ad20503043d9ea9325e22a7453cd0ae5e13010e41,,3829,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,32ad36b963ce30dc10af96f5fd49615a08f314fd96498faf,,1760,0-4k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,ad3b0ce8a9aaed70ba9db2fdae6d812ae61d39b7cb409376,,3730,0-4k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,36b7e445832590b8ddf74995162cd5e94f7f620cdfc992dd,,7169,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,5fdd140211b5a3c1c879875b2c782e573cf4df4f68c8408e,,6445,4-8k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,d3493a99d0e83a5431e4a5d829bb241692bae70fe1d3bf17,,6106,4-8k,0.0,10.0,-10.0,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,b54ac67dca39af1dd1a86e7e4ee7e1bc9f35ea6716ab4811,,4553,4-8k,22.222222222222225,10.526315789473683,11.695906432748542,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,3eac2334d7487e0af820564d78caebec2622d63fd8022b46,,7158,4-8k,0.0,8.333333333333332,-8.333333333333332,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,524d2df4e388792739e2486b131d791c9966e797f4dd9492,,5564,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,53ece48014dc927d7323861f5ae124b12d85aef7167fd61e,,5564,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,e165b7488915cd9a46cf08559023a2817cf8f8f990d1c1d7,,6616,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,3ee69bccf187ffef58557d9b803ad4d02c91d9f243b123e6,,6641,4-8k,90.9090909090909,8.0,82.9090909090909,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,83064e2a0fb5187950fe03a49d84d1f936642098ec26050c,,7955,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,edd45d630ff415b7bd90c0065eca6f7612385c14f24d1054,,6289,4-8k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,707ae5ee488227619cbd0c8bbd094b00f71042170a4a6e5a,,7951,4-8k,0.0,8.695652173913041,-8.695652173913041,loss
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,780f15259479e8965d474efc011eb220ac4078da86e8dc19,,6091,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,c18c76f9efb43dc4d15ce54891af6a60178be55f1eec2656,,7002,4-8k,80.0,0.0,80.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,612961d8f4c473a6be137dca843cdd647da01c26898aff1c,,6023,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,4ca4c647a9e240cc57709696edd881c49eb11fef88ad9a3d,,5539,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,3b8cdf73ba6193a99f558f6c3436f4fb6337eb509cbc0c20,,6427,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,09221499868bb9e1a230f8530fa4759e812e5f2738d12942,,6951,4-8k,33.333333333333336,0.0,33.333333333333336,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,0108dc554454ee9588a103ed696da4a5b64baabaf365c0c7,,5267,4-8k,100.0,0.0,100.0,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,9dcf45062f2d1dfd6e6ff6773f094c49bd8e9192e19579e2,,6376,4-8k,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,7504ff847adb8044a6217e1cee5d4e7f5d3b80a7adb9d9fe,,12402,8k+,30.76923076923077,0.0,30.76923076923077,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,96ce2b141e2b896cb4fbe983da329a08e30c0e26435a3490,,11927,8k+,0.0,0.0,0.0,tie
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,511cc0ce50a9d666a125314767f8cc676db17946184647c6,,8582,8k+,50.0,33.333333333333336,16.666666666666664,win
uniform2_random_minus_identity,uniform2,random_minus_identity,uniform2_random_s35,uniform2_identity,hotpotqa,Multi QA,ce41e73398410371a755f618a953a68b14f75b8f2e8a62cc,,11543,8k+,31.578947368421055,11.76470588235294,19.814241486068113,win
