method,scope,layer,kv_head,covariance_relative_frobenius_difference,principal_subspace_similarity_top16,principal_subspace_similarity_top32,principal_subspace_similarity_top64,heldout_half1_normalized_key_mse,heldout_half2_normalized_key_mse,heldout_half2_minus_half1_normalized_key_mse
activation_k_pca_h,head,2,0,0.07105918466819519,0.8373028357137093,0.7882690861388251,0.8559949751722932,0.000743574884836562,0.0007405788783216849,-2.996006514877081e-06
activation_k_pca_h,head,2,1,0.05728759723113854,0.7008099467965963,0.7274004943668513,0.8568015688550427,0.0008620131775387563,0.0008670384850120172,5.025307473260909e-06
activation_k_pca_h,head,2,2,0.06700799388257168,0.7959573083936107,0.7602775093982602,0.8470444179363341,0.0007289245695574209,0.0007433641294483095,1.4439559890888631e-05
activation_k_pca_h,head,2,3,0.08660819702492752,0.790638555982638,0.8520023923777966,0.9290745906599207,0.0007445939336321317,0.0007497224432881922,5.128509656060487e-06
activation_k_pca_h,head,2,4,0.08456779303824792,0.7985475509762816,0.7975826822642129,0.8612447944383935,0.000736387213692069,0.0007357390568358824,-6.481568561866879e-07
activation_k_pca_h,head,2,5,0.10500643856677168,0.7262206415794714,0.8674613600552049,0.9934954111959848,0.0008094299410004169,0.0008027049407246523,-6.725000275764614e-06
activation_k_pca_h,head,2,6,0.062341325203002465,0.8005183747892309,0.9218086935944211,0.9374294072109732,0.0007250858907354996,0.0007258775367517956,7.916460162959993e-07
activation_k_pca_h,head,2,7,0.05776490576785576,0.8144111710757801,0.7594066482598726,0.8215277876421454,0.000742938784242142,0.0007548682478955016,1.1929463653359562e-05
activation_k_pca_h,head,3,0,0.09273049942839388,0.8143120535980732,0.8184459544655264,0.8799957082805974,0.0007310735309147276,0.000724062709196005,-7.010821718722582e-06
activation_k_pca_h,head,3,1,0.06095444299406819,0.705027944177304,0.67772915398044,0.7538927871276409,0.0007414430365315638,0.0007463667061529122,4.923669621348381e-06
activation_k_pca_h,head,3,2,0.05541806599100285,0.8174404743767154,0.7877472700956687,0.8442900436934899,0.0007483319277525879,0.0007622237098985352,1.3891782145947218e-05
activation_k_pca_h,head,3,3,0.0848880005751256,0.688341824117585,0.6862126271307917,0.8433660104157832,0.0007612301560584456,0.0007616504371981137,4.2028113966807723e-07
activation_k_pca_h,head,3,4,0.044707329166679695,0.8084167201045818,0.7820186604423037,0.827308285137081,0.0008764290760154836,0.0008730275803827681,-3.4014956327155232e-06
activation_k_pca_h,head,3,5,0.08358689204923139,0.7822765598785033,0.8324805195381492,0.8998749268611315,0.0007294813040061854,0.0007314992035389878,2.017899532802403e-06
activation_k_pca_h,head,3,6,0.09468569170335292,0.8156024159565738,0.8036736068257261,0.8658765611790046,0.0007277312397491187,0.0007391010512947105,1.1369811545591801e-05
activation_k_pca_h,head,3,7,0.05839079435788291,0.8085140453387725,0.8051161718621984,0.8741558759392491,0.0007762543100398034,0.0007675901797483675,-8.664130291435868e-06
activation_k_pca_h,head,4,0,0.09957404776686253,0.825774193195076,0.8456735817936989,0.906427960372531,0.0007378634036285803,0.0007317435156437568,-6.1198879848234355e-06
activation_k_pca_h,head,4,1,0.08771467466370068,0.8182722274952037,0.7970954579145649,0.850810138755336,0.0007312180023291148,0.0007424415452987887,1.1223542969673872e-05
activation_k_pca_h,head,4,2,0.14014391235013254,0.674397395998438,0.7018176749779803,0.8214691943554434,0.0007649412655155174,0.0007666631645406596,1.7218990251421928e-06
activation_k_pca_h,head,4,3,0.06628352025899628,0.7423963526364332,0.7604222970696403,0.853273948547786,0.0008087046007858589,0.0008064416542765684,-2.2629465092904866e-06
activation_k_pca_h,head,4,4,0.09480834603273058,0.7130582716210732,0.8564633615957727,0.9575461742398742,0.0007330600419663824,0.0007311781155294739,-1.8819264369085431e-06
activation_k_pca_h,head,4,5,0.0903088474919437,0.8094731419810557,0.7920857480126793,0.8620285922954605,0.0007460691340384074,0.0007469548872904852,8.857532520778477e-07
activation_k_pca_h,head,4,6,0.06613084735735061,0.782848495869061,0.7754824222575987,0.8743751596444193,0.0007953538879519328,0.0007937457776279189,-1.6081103240139782e-06
activation_k_pca_h,head,4,7,0.07815721059535584,0.8350327343858929,0.8034457226102212,0.8541091776853542,0.0007396160872303881,0.0007390721948468126,-5.438923835754395e-07
activation_k_pca_h,head,5,0,0.10640231762668073,0.7033291178231312,0.7036547427643954,0.8133291666580079,0.0007330090666073374,0.0007381030882243067,5.094021616969258e-06
activation_k_pca_h,head,5,1,0.17140635601191992,0.6782432730185954,0.6633112074978499,0.8656677311232048,0.0007542036473751068,0.0007503410597564653,-3.862587618641555e-06
activation_k_pca_h,head,5,2,0.179445911870613,0.6883051514723477,0.9139412251403577,0.9811882835926373,0.0007903356017777696,0.0007968078934936784,6.472291715908796e-06
activation_k_pca_h,head,5,3,0.05762853564599274,0.8417435718586624,0.7892301419563814,0.8488955680051484,0.0007548158537247218,0.0007469541233149357,-7.861730409786105e-06
activation_k_pca_h,head,5,4,0.1688291117689012,0.709337575328728,0.7513016751808201,0.8671920378032204,0.0007350398664129898,0.0007360994495684281,1.059583155438304e-06
activation_k_pca_h,head,5,5,0.11622246325771256,0.7830824469672326,0.7900847916875956,0.9018021322189547,0.0007444989460054785,0.0007414207066176459,-3.078239387832582e-06
activation_k_pca_h,head,5,6,0.05838435890435592,0.7588058240452827,0.8106032317159987,0.9019872569673644,0.0009012481241370551,0.0009077496506506577,6.501526513602585e-06
activation_k_pca_h,head,5,7,0.07835702389686673,0.7970587625026374,0.7530467705673302,0.8163501371177712,0.0007370500243268907,0.0007309309730771929,-6.1190512496978045e-06
activation_k_pca_h,head,6,0,0.07435315969387005,0.8503037840292827,0.7949849434547742,0.8602861674851396,0.0007410089674522169,0.000733224478608463,-7.784488843753934e-06
activation_k_pca_h,head,6,1,0.09958500194702984,0.7715572829076867,0.7474204465659873,0.8441677091996693,0.0007261871069204062,0.0007263994266395457,2.1231971913948655e-07
activation_k_pca_h,head,6,2,0.07440975026196979,0.7213265692827249,0.6901217875886528,0.7831352078215122,0.0007374656343017705,0.0007371172468992881,-3.483874024823308e-07
activation_k_pca_h,head,6,3,0.07332320484576578,0.6996895602000255,0.6655859442643448,0.744422452084651,0.000757979170884937,0.000761218871048186,3.2397001632489264e-06
activation_k_pca_h,head,6,4,0.06996672092581126,0.7925194357939531,0.7600901602170119,0.8231985620085892,0.0007619021198479459,0.0007613192938151769,-5.82826032768935e-07
activation_k_pca_h,head,6,5,0.11798679998584828,0.7950805379618074,0.7971592757403796,0.8829041165211271,0.0007270077912835404,0.0007331431115744635,6.135320290923119e-06
activation_k_pca_h,head,6,6,0.10589255486407835,0.8089183449895239,0.8289533124509483,0.9222031385735505,0.0007519653518102132,0.0007563719336758368,4.406581865623593e-06
activation_k_pca_h,head,6,7,0.12393771893807391,0.7428995059088034,0.7678298175007854,0.9070512928557111,0.0007435971274389885,0.0007389819002128206,-4.615227226167917e-06
activation_k_pca_h,head,7,0,0.09645632021949913,0.7486780421050946,0.7637513344716067,0.874012540774516,0.0007329010622925125,0.0007294909373740666,-3.4101249184459448e-06
activation_k_pca_h,head,7,1,0.11901704748144534,0.6557236234073601,0.6650853317298586,0.7649783414048623,0.0007569957233499736,0.0007548336288891733,-2.16209446080029e-06
activation_k_pca_h,head,7,2,0.10102214432405116,0.772284876659048,0.7471484695107384,0.8266010358086766,0.0007322616074816324,0.000736578025680501,4.316418198868632e-06
activation_k_pca_h,head,7,3,0.08145871048184675,0.7647244373218829,0.7773502871420361,0.8595608748343826,0.000736721427529119,0.0007376874127658084,9.659852366894484e-07
activation_k_pca_h,head,7,4,0.08465028751493836,0.7584818220136285,0.7282312650600247,0.7789080442675026,0.000745739831472747,0.0007369948143605143,-8.745017112232745e-06
activation_k_pca_h,head,7,5,0.14971932633283958,0.7266989835406656,0.789648806122257,0.9320482457560966,0.0007348014478338882,0.0007376853391178884,2.8838912840001285e-06
activation_k_pca_h,head,7,6,0.11195863009654097,0.7226346076555716,0.7553395075209577,0.8741345932399921,0.0007392898260150105,0.0007378440568572842,-1.4457691577263176e-06
activation_k_pca_h,head,7,7,0.07102358749085114,0.7750800896080087,0.7456350085946393,0.8081111566015186,0.0007413208368234336,0.0007435337320202962,2.2128951968625188e-06
activation_k_pca_h,head,8,0,0.1496613594750855,0.6801373680098843,0.6923608049141874,0.906516630227438,0.0007552079041488469,0.0007574920527986251,2.284148649778217e-06
activation_k_pca_h,head,8,1,0.05238267398123667,0.818197952474925,0.8162556504170945,0.8538585254799065,0.0007466532115358859,0.0007378917071036994,-8.761504432186484e-06
activation_k_pca_h,head,8,2,0.20050859102872345,0.6788915465947775,0.7728375076012652,0.9607597352127556,0.0007826467626728117,0.0007819006350473501,-7.461276254616678e-07
activation_k_pca_h,head,8,3,0.10634943212831546,0.7332196211821321,0.7373333713255941,0.8097736235292671,0.0007411769183818251,0.0007414039137074724,2.2699532564729452e-07
activation_k_pca_h,head,8,4,0.09021782535236775,0.795507044894839,0.8010096005630856,0.8362524699966873,0.0007380564711638726,0.0007363254699157551,-1.7310012481175363e-06
activation_k_pca_h,head,8,5,0.053247074547780285,0.8429315176978491,0.8103946484897792,0.8713779202495058,0.000803363298473414,0.0007990994563442655,-4.263842129148543e-06
activation_k_pca_h,head,8,6,0.14669629746437307,0.7426881620448762,0.7864060270522061,0.8719301963923651,0.0007525535693275742,0.0007368825827143155,-1.567098661325872e-05
activation_k_pca_h,head,8,7,0.27098909465370247,0.6765307176357201,0.7483972852986656,0.8836952426421794,0.0007995301784831099,0.0007975046173669398,-2.025561116170138e-06
activation_k_pca_h,head,9,0,0.26681161122193864,0.7131877520062739,0.7609199555654532,0.8868268312474744,0.000797386615886353,0.0008104393709800206,1.3052755093667656e-05
activation_k_pca_h,head,9,1,0.09204026433897083,0.8317073334242882,0.8583973892921262,0.9249956918320998,0.0007383506745100021,0.0007331454835366458,-5.205190973356366e-06
activation_k_pca_h,head,9,2,0.06353726414871988,0.7577557798305563,0.727601433729136,0.7826299477218158,0.0007862294150982052,0.0007870646295486949,8.352144504897296e-07
activation_k_pca_h,head,9,3,0.16893695044055426,0.6982593323914327,0.7394720315395023,0.8656420615039309,0.0007681700371904299,0.0007600719982292503,-8.098038961179554e-06
activation_k_pca_h,head,9,4,0.19368173405312625,0.6894588915160196,0.6878461778282582,0.7897800295256836,0.0007728883647359908,0.000757483059715014,-1.540530502097681e-05
activation_k_pca_h,head,9,5,0.16844968611280875,0.7131496919120814,0.7341714972067854,0.850311724796258,0.0007613610214320943,0.0007542039238614962,-7.1570975705981255e-06
activation_k_pca_h,head,9,6,0.11542582452910573,0.7005570249766717,0.7481639465280787,0.8594732054989418,0.000740414994652383,0.0007340015581576154,-6.413436494767666e-06
activation_k_pca_h,head,9,7,0.17228263458413176,0.7163688203174953,0.785293046823878,0.9123275475337721,0.0007749330688966438,0.000775887405325193,9.543364285491407e-07
activation_k_pca_h,head,10,0,0.1726812641470497,0.7245908546611329,0.792319152844669,0.9553193439770215,0.0007819404345354997,0.0007738739586784504,-8.066475857049227e-06
activation_k_pca_h,head,10,1,0.11451151019975264,0.7789293047444049,0.7715799398791017,0.9132890710037298,0.0007404438802041113,0.0007423273564199917,1.8834762158803642e-06
activation_k_pca_h,head,10,2,0.07890558498458965,0.7765343347828999,0.7783430092821532,0.8467536705756543,0.0007382863041129895,0.0007355213383561932,-2.7649657567963004e-06
activation_k_pca_h,head,10,3,0.12405846299607134,0.7193177598895626,0.7735289269652287,0.9028853825491231,0.0007463154615834355,0.0007475238307961263,1.2083692126907408e-06
activation_k_pca_h,head,10,4,0.2362256729064863,0.7029120475927886,0.7826269048760688,0.8874015516261489,0.0007990213125594892,0.0007939241913845763,-5.0971211749129e-06
activation_k_pca_h,head,10,5,0.14773196427522195,0.6979349090633225,0.7480173852462326,0.8167928694666792,0.000751506828237325,0.0007475561505998485,-3.950677637476474e-06
activation_k_pca_h,head,10,6,0.1461169497875721,0.7439417707272433,0.7508524565110082,0.8377307990841718,0.0007603032936458476,0.0007553300602012314,-4.9732334446161985e-06
activation_k_pca_h,head,10,7,0.22223824495338057,0.6254496904393696,0.7012533034327766,0.9148864055433819,0.0007732304293313064,0.0007797090293024667,6.478599971160293e-06
activation_k_pca_h,head,11,0,0.15402790406469075,0.6994575331204106,0.6909232751280998,0.8073673465889103,0.000753514155803714,0.0007516030746046454,-1.911081199068576e-06
activation_k_pca_h,head,11,1,0.2277056935061454,0.7252184288555052,0.7820474572163537,0.9249236691528324,0.0008221001844503917,0.0008064219800871797,-1.567820436321199e-05
activation_k_pca_h,head,11,2,0.08723921181125593,0.7397637180632751,0.7304671358791268,0.8080509658689752,0.0007367979633272626,0.0007338802970480174,-2.917666279245168e-06
activation_k_pca_h,head,11,3,0.17224263440788862,0.6891490106504512,0.7102694445387109,0.8711993400891354,0.0007777129867463373,0.0007766290364088491,-1.0839503374882042e-06
activation_k_pca_h,head,11,4,0.08431820691755833,0.7315364112117952,0.7196484889441322,0.7971776886099754,0.0007368016595137306,0.0007352207903750241,-1.5808691387064755e-06
activation_k_pca_h,head,11,5,0.150605928101422,0.7256447565836533,0.7934531845110061,0.86938665993684,0.0007567279681097716,0.0007593650225317106,2.6370544219389558e-06
activation_k_pca_h,head,11,6,0.13753787838156584,0.6910382567032782,0.7400532671683036,0.8382221376652325,0.0007695769672864117,0.0007620915930601768,-7.485374226234853e-06
activation_k_pca_h,head,11,7,0.12253628554534039,0.7413973605207623,0.7715146114689836,0.8585654090648855,0.0007434572544298135,0.0007502578446292318,6.800590199418366e-06
activation_k_pca_h,head,12,0,0.06430874753143132,0.7792812070798522,0.803392514064005,0.8620436591340448,0.0007335027621593326,0.0007416235894197598,8.120827260427177e-06
activation_k_pca_h,head,12,1,0.10671087418791324,0.7831703452881008,0.777877835910531,0.8458396929068142,0.0007385648859781213,0.0007408146993839182,2.2498134057968855e-06
activation_k_pca_h,head,12,2,0.10198691761029564,0.7465739858207957,0.7269924250040478,0.8334840598443762,0.0007346439815592021,0.0007352497414103709,6.057598511688411e-07
activation_k_pca_h,head,12,3,0.09776801078945455,0.7344349883087531,0.7466201067381313,0.8495921666722097,0.0007282112710527144,0.000730772087990772,2.560816938057542e-06
activation_k_pca_h,head,12,4,0.06317931011470546,0.8035206274590864,0.7827622479232355,0.8200716239028643,0.0007439397013513371,0.0007495324607589282,5.592759407591075e-06
activation_k_pca_h,head,12,5,0.07053448552728492,0.7909167546388876,0.8025556201470262,0.8489436075278454,0.0007450891207554378,0.000746402693039272,1.313572283834219e-06
activation_k_pca_h,head,12,6,0.08025207955636178,0.7747969604688814,0.7895651356297873,0.8208708234843749,0.0007317350537050515,0.0007308585481951013,-8.765055099502206e-07
activation_k_pca_h,head,12,7,0.07898295465418778,0.71405148069032,0.7748945188453822,0.8429200163657757,0.0007306005863938481,0.0007352694155997597,4.6688292059116066e-06
activation_k_pca_h,head,13,0,0.31334459222049976,0.6773263877608777,0.7848610733306949,0.9227720189865565,0.0008309477198054083,0.0008332104625878856,2.2627427824772894e-06
activation_k_pca_h,head,13,1,0.21711759233065767,0.6348196696544091,0.7229823221459126,0.9200246397423038,0.0007881712372181937,0.0007876823656260967,-4.888715920969844e-07
activation_k_pca_h,head,13,2,0.2940444588876904,0.6888084653819186,0.8108238296525595,0.9012492926085054,0.0008302619608002715,0.0008172767629730515,-1.2985197827219963e-05
activation_k_pca_h,head,13,3,0.218458180751013,0.6925403888926591,0.8272342313099083,0.8853642067102454,0.0008002096365089528,0.0007992386963451281,-9.709401638247073e-07
activation_k_pca_h,head,13,4,0.26255089332413445,0.6978579707885896,0.8403329495814074,0.9223981784435478,0.0008142762162606232,0.0008202234021155164,5.947185854893178e-06
activation_k_pca_h,head,13,5,0.25322734830004967,0.6994370172236355,0.7758022636129855,0.8861905410441739,0.0008123913648887537,0.0007968842110130936,-1.550715387566015e-05
activation_k_pca_h,head,13,6,0.140054502611758,0.658562058627061,0.7497192655810473,0.8850113957731205,0.0007526303743361495,0.0007534568940172903,8.265196811407804e-07
activation_k_pca_h,head,13,7,0.1205644735942585,0.7173449141634435,0.7790363368409741,0.8871092051806309,0.0007349190564127639,0.0007299812932615168,-4.937763151247054e-06
activation_k_pca_h,head,14,0,0.22593380775406563,0.6942933837494898,0.7680701361607858,0.8847339504286291,0.0007761617380310781,0.0007928385239210911,1.667678589001298e-05
activation_k_pca_h,head,14,1,0.21088729915329882,0.6780180600474788,0.7857343770548137,0.8826886828069669,0.0007946518380776979,0.0007990956073626876,4.443769284989685e-06
activation_k_pca_h,head,14,2,0.06394709685211923,0.7148494801814818,0.7099520764246393,0.7809363324295843,0.0007698658955632709,0.0007726277181063779,2.761822543106973e-06
activation_k_pca_h,head,14,3,0.21917216892888394,0.7057727264061509,0.8079401206557006,0.9102927978365466,0.0007932381558930501,0.0007965866534505039,3.348497557453811e-06
activation_k_pca_h,head,14,4,0.14281307511988542,0.693036622169694,0.7687822946074039,0.9614345998730156,0.0007817841615178622,0.000781317961809691,-4.6619970817118883e-07
activation_k_pca_h,head,14,5,0.23780888666299915,0.6798400071518336,0.8144482252511145,0.9242096925386544,0.0008090338014881127,0.0008052088669501245,-3.824934537988156e-06
activation_k_pca_h,head,14,6,0.10892969902521668,0.6595466857533518,0.7660778461918046,0.8581567457574524,0.0007352886677836068,0.0007308807180379517,-4.40794974565506e-06
activation_k_pca_h,head,14,7,0.30503383121139654,0.6626721845783897,0.7731769615463102,0.9250601603738244,0.0008274905776488595,0.0008090511546470225,-1.8439423001836985e-05
activation_k_pca_h,head,15,0,0.1551179676805184,0.7039077123754962,0.788348087848446,0.9259176567940735,0.0007680274720769376,0.0007638836759724654,-4.1437961044721305e-06
activation_k_pca_h,head,15,1,0.09952510815942456,0.7592852777864392,0.7479519197375837,0.8218403199926012,0.000737841495720204,0.0007346229685936123,-3.2185271265916526e-06
activation_k_pca_h,head,15,2,0.14329947759062553,0.7091863878679143,0.790138587788874,0.8862693532838647,0.0007409898316836916,0.0007461686327587813,5.178801075089723e-06
activation_k_pca_h,head,15,3,0.13174709421282155,0.717023679415968,0.7986536235513353,0.8858200464558098,0.0007454502556356601,0.000754658023652155,9.20776801649481e-06
activation_k_pca_h,head,15,4,0.1746605404582358,0.7532353941794302,0.7864156530234536,0.921962133868969,0.0007635363435838372,0.0007531885858043097,-1.0347757779527456e-05
activation_k_pca_h,head,15,5,0.20473025589841326,0.7097844288343741,0.7851837446444957,0.8859679280624191,0.0007875035589677282,0.0007861364283598959,-1.3671306078322232e-06
activation_k_pca_h,head,15,6,0.15395434048696405,0.7155932000654743,0.8087323310787944,0.8896619479002695,0.0007502107619075105,0.0007502168009523302,6.0390448197722435e-09
activation_k_pca_h,head,15,7,0.11343960899979223,0.6865488063545975,0.8073487474350187,0.9407719840926065,0.0007419480898533948,0.0007468788680853322,4.930778231937438e-06
activation_k_pca_h,head,16,0,0.1713759845353477,0.7182716873785479,0.8296784795918184,0.9354583046995245,0.0007591613248223439,0.0007573545153718442,-1.8068094504997134e-06
activation_k_pca_h,head,16,1,0.12079016758465637,0.7474564672436032,0.752415141595731,0.826549345226827,0.0007355232883128338,0.0007397984372801147,4.275148967280984e-06
activation_k_pca_h,head,16,2,0.21821835859434463,0.6642116576773097,0.777100398227776,0.8879055190036242,0.0007818090380169451,0.0007833730560378172,1.5640180208720267e-06
activation_k_pca_h,head,16,3,0.05800833403254418,0.7936850670489419,0.7591842240423943,0.8051835621021802,0.0007825637439964339,0.0007767788192722946,-5.784924724139273e-06
activation_k_pca_h,head,16,4,0.16095520536907584,0.7135247771484903,0.8448464352759061,0.8897309161969575,0.0007538333957199939,0.0007523435415350832,-1.489854184910655e-06
activation_k_pca_h,head,16,5,0.11432647424897621,0.6928573965757416,0.8100118153893838,0.9377279320556123,0.0007476687533198856,0.0007442687783623114,-3.399974957574159e-06
activation_k_pca_h,head,16,6,0.2527793935300102,0.6909150623568554,0.803053710163391,0.8920420453202988,0.0007974286709213629,0.0007964995529619046,-9.291179594583809e-07
activation_k_pca_h,head,16,7,0.06659245213377887,0.7967253414814126,0.7516002912796093,0.8055188988115134,0.0008054872450884432,0.0008097833197098225,4.2960746213793755e-06
activation_k_pca_h,head,17,0,0.2118069318793679,0.6230922872249718,0.7520097523239723,0.8474665352406228,0.0007616666771355085,0.0007610655738972127,-6.011032382957637e-07
activation_k_pca_h,head,17,1,0.13781556218833316,0.7162008641753701,0.7444404123570691,0.8384237224911733,0.0007357402864727192,0.0007394979329546914,3.7576464819721878e-06
activation_k_pca_h,head,17,2,0.1063978173827034,0.8076219105210378,0.7962354948617654,0.8614243877296958,0.00074209339072695,0.0007383349948213436,-3.7583959056064487e-06
activation_k_pca_h,head,17,3,0.15749936993412011,0.7120505780471542,0.7350819958460841,0.8135483446974685,0.0007383999982266687,0.0007395300708594732,1.130072632804513e-06
activation_k_pca_h,head,17,4,0.12048151608394096,0.7537127694588076,0.7870108183909975,0.8681169108508103,0.0007389303355012089,0.0007352254106081091,-3.7049248930998147e-06
activation_k_pca_h,head,17,5,0.18911510813458354,0.675881338300045,0.8012735552236789,0.8938097393899189,0.0007671132407267578,0.0007668274265597574,-2.8581416700035334e-07
activation_k_pca_h,head,17,6,0.20683852662235847,0.6835332493853179,0.8357668685203963,0.9533667536423386,0.0007913107838248834,0.0007827267909306102,-8.583992894273251e-06
activation_k_pca_h,head,17,7,0.20739768239393475,0.7018992302449654,0.8033829115272477,0.88464324256793,0.0007856862284825183,0.0007887506726547144,3.0644441721960902e-06
activation_k_pca_h,head,18,0,0.17367813003672092,0.6937086782776504,0.760526069228558,0.8357974873538498,0.000757292982598301,0.000750700339267496,-6.592643330805004e-06
activation_k_pca_h,head,18,1,0.1433880021753812,0.7336848571113694,0.7561082987928616,0.9070699844522532,0.0007584321792819537,0.0007608125233673491,2.380344085395336e-06
activation_k_pca_h,head,18,2,0.19517253303002838,0.6606027885371004,0.7447280837951963,0.8437274243251514,0.0007682372161070816,0.0007681409406359307,-9.627547115087509e-08
activation_k_pca_h,head,18,3,0.19723227684969508,0.6450986539395847,0.695522999447352,0.802300410072425,0.0007401399925583974,0.0007477395483874716,7.599555829074234e-06
activation_k_pca_h,head,18,4,0.1699194088905529,0.6862683504385642,0.7851162731525472,0.900312802681507,0.0007679094123886898,0.0007598968877573498,-8.012524631340057e-06
activation_k_pca_h,head,18,5,0.23198484264594366,0.6976215198675272,0.7768430126043615,0.9158880189827147,0.0007817297664587386,0.0007716425534454174,-1.0087213013321161e-05
activation_k_pca_h,head,18,6,0.12446034822014675,0.7351772563936876,0.7157528803079316,0.8233518084075059,0.0007335483533097431,0.0007350968662649393,1.5485129551962018e-06
activation_k_pca_h,head,18,7,0.1392013283722968,0.7271904286674122,0.7224303212193581,0.8705277027410572,0.0007509728602599353,0.0007561653983430006,5.192538083065301e-06
activation_k_pca_h,head,19,0,0.18266685404335567,0.724478220348806,0.8194188177162236,0.9212110969018804,0.0007733301390544511,0.0007792888063704595,5.958667316008359e-06
activation_k_pca_h,head,19,1,0.10712189078700275,0.7680850245948758,0.766946967201437,0.840207590624271,0.0007368452206719667,0.0007398670495604165,3.021828888449818e-06
activation_k_pca_h,head,19,2,0.18007085794990718,0.6487004540063526,0.7325423885119455,0.8366835880345849,0.0007520484286942519,0.0007481418579118326,-3.906570782419294e-06
activation_k_pca_h,head,19,3,0.19241784973742235,0.7502737846808248,0.7916059052898419,0.9304153148368737,0.0007873307913541794,0.0007856072697904892,-1.7235215636901557e-06
activation_k_pca_h,head,19,4,0.16002273650758567,0.7379830866571748,0.7290485396027404,0.8027329082533443,0.0007363745171460323,0.0007390020327875391,2.6275156415067613e-06
activation_k_pca_h,head,19,5,0.10570346365729545,0.7544306481553711,0.7449421682432666,0.8208073327432721,0.0007358197908615693,0.0007367810467258096,9.612558642402291e-07
activation_k_pca_h,head,19,6,0.14585143256620178,0.6468547453477219,0.7266737794563507,0.8156631866164247,0.0007502259759348817,0.0007468590192729607,-3.3669566619209945e-06
activation_k_pca_h,head,19,7,0.14079496880827916,0.6573275172108692,0.660478386797325,0.7611393191603908,0.0007392865591100417,0.0007389150123344734,-3.7154677556827664e-07
activation_k_pca_h,head,20,0,0.1663410233234695,0.7232811762219606,0.767892971405113,0.9027778682161302,0.0007946141413412988,0.000775274595071096,-1.9339546270202845e-05
activation_k_pca_h,head,20,1,0.1184117939788415,0.7698413326050186,0.7565117524718687,0.8144147351743978,0.0007417650122079067,0.000741136260330677,-6.287518772296607e-07
activation_k_pca_h,head,20,2,0.16768999200960685,0.6774103376985678,0.7400277070680048,0.8352605512509681,0.000751292442146223,0.0007524534084950574,1.1609663488343358e-06
activation_k_pca_h,head,20,3,0.16471908701783863,0.7285429842575539,0.854304661363471,0.9427465772409863,0.0007847120577935129,0.0007759808067930862,-8.73125100042671e-06
