bit_width,seed,horizon_steps,step,minibatch_mse,last_10_step_mean,ema_mse,learning_rate,gradient_norm,optimizer_elapsed_seconds,evaluation_elapsed_seconds
2,17,200,110,0.00048641208559274673,0.0004892396333161742,0.0005047010490639504,0.0022534681455294425,3.6292054574005306e-05,0.9035491347312927,0.45117996633052826
2,17,200,120,0.00048250705003738403,0.0004824414441827685,0.0004957537123332578,0.0018910846383594923,3.4721975680440664e-05,0.9854890704154968,0.488665834069252
2,17,200,130,0.0004771794774569571,0.00047725724871270356,0.0004883350060732449,0.0015467725631185703,3.355277658556588e-05,1.0679679363965988,0.5261815339326859
2,17,200,140,0.0004688178305514157,0.00047098886570893226,0.0004814004765311162,0.0012290100258053717,3.255131377954967e-05,1.1498901695013046,0.5637469217181206
2,17,200,150,0.0004654176300391555,0.00046845000179018825,0.0004761169955324936,0.0009456213946819462,3.0859231628710404e-05,1.231879584491253,0.6011311784386635
2,17,200,160,0.0004651143681257963,0.00046560677292291076,0.0004718254451556071,0.0007035846383594978,2.981507896038238e-05,1.313840351998806,0.63863155990839
2,17,200,170,0.00046303225099109113,0.00046414494572672994,0.000468669071436521,0.0005088595050526253,2.8850456146756187e-05,1.3957610800862312,0.6762021631002426
2,17,200,180,0.00045981648145243526,0.0004602201224770397,0.0004653034836252889,0.00036624077379900983,2.8437707442208193e-05,1.4780790135264397,0.713623471558094
2,17,200,190,0.00045752839650958776,0.00045836012286599727,0.0004625531283940082,0.00027924019108654794,2.7927428163820878e-05,1.5597749128937721,0.7511095479130745
2,17,200,200,0.00045755383325740695,0.00045684982324019076,0.0004603051627136453,0.00025,2.746722020674497e-05,1.6416373029351234,0.7885399013757706
2,17,300,0,,,,0.005,,0.0,0.03851495683193207
2,17,300,10,0.0006921452004462481,0.0007513334334362298,0.0008405329723564096,0.004986989501499649,5.9679074183804914e-05,0.0828356221318245,0.07602136582136154
2,17,300,20,0.0006359440740197897,0.000658514240058139,0.0007665871371614476,0.004948100551742787,5.0466427637729794e-05,0.1648237183690071,0.11358579248189926
2,17,300,30,0.0006022104062139988,0.0006152077927254141,0.0007053236185879734,0.004883759226200989,4.6838973503327e-05,0.24688714742660522,0.15099426358938217
2,17,300,40,0.0005711280391551554,0.0005844979896210134,0.0006563916305933518,0.004794670461901176,4.534034451353364e-05,0.3297109305858612,0.18868815898895264
2,17,300,50,0.0005522974533960223,0.0005603804194834084,0.0006175324419055616,0.004681810333988041,4.325796180637553e-05,0.4116373285651207,0.22623110562562943
2,17,300,60,0.0005315702874213457,0.0005422707588877528,0.0005870184867195876,0.004546415361640499,4.301188528188504e-05,0.4942082241177559,0.26382172852754593
2,17,300,70,0.0005269594257697463,0.0005287640378810465,0.000563472349888451,0.00438996896050881,4.1805426008068025e-05,0.5762434154748917,0.3014902025461197
2,17,300,80,0.0005151245859451592,0.0005145383358467371,0.0005436799068874644,0.004214185190102288,4.0386854379903525e-05,0.6583873778581619,0.3389747515320778
2,17,300,90,0.000505510251969099,0.0005056581692770123,0.0005282472329736617,0.0040209899741946225,3.940091482945718e-05,0.7411784306168556,0.3765155002474785
2,17,300,100,0.0004952735034748912,0.0004968443827237934,0.0005155422534684604,0.0038124999999999964,3.8972211768850684e-05,0.8230340108275414,0.4141005426645279
2,17,300,110,0.00048679375322535634,0.0004897568898741156,0.0005050628905904784,0.00359099952730502,3.874780304613523e-05,0.9050760343670845,0.45157376676797867
2,17,300,120,0.00048227503430098295,0.00048290393315255644,0.0004961370232790582,0.0033589153616404932,3.791519338847138e-05,0.9870860204100609,0.48915862292051315
2,17,300,130,0.00047749269288033247,0.00047726334887556734,0.0004885628416118669,0.0031187902656921703,3.7299556424841285e-05,1.0690338611602783,0.5266805067658424
2,17,300,140,0.00046785923768766224,0.00047016402531880886,0.0004811751510195758,0.0028732551002606677,3.685742922243662e-05,1.1516507714986801,0.5642593204975128
2,17,300,150,0.00046319072134792805,0.0004667521599913016,0.0004752726894539036,0.0026249999999999893,3.51941489498131e-05,1.233597807586193,0.601819820702076
2,17,300,160,0.00046125976950861514,0.00046262914838735014,0.0004701013238522585,0.002376744899739311,3.429372009122744e-05,1.3156429007649422,0.6392069533467293
2,17,300,170,0.000457392365206033,0.00045959624112583696,0.00046577658031790717,0.0021312097343078075,3.374644438736141e-05,1.3976254686713219,0.676777645945549
2,17,300,180,0.0004528607241809368,0.00045412760518956927,0.00046110772201290735,0.001891084638359488,3.279968586866744e-05,1.479543961584568,0.7143523246049881
2,17,300,190,0.00044817416346631944,0.0004503417032537982,0.0004567922193834388,0.001659000472694964,3.2411586289526895e-05,1.5618877038359642,0.751933254301548
2,17,300,200,0.00044770468957722187,0.00044750400993507353,0.0004530663415217273,0.0014374999999999909,3.149720942019485e-05,1.6436501517891884,0.7894569784402847
2,17,300,210,0.0004427741514518857,0.00044708968489430844,0.0004505964642647877,0.0012290100258053693,3.0484014132525772e-05,1.7256002724170685,0.8269782513380051
2,17,300,220,0.0004442725039552897,0.00044498236675281075,0.00044822456799121043,0.0010358148098977061,3.0070883440203033e-05,1.8075999394059181,0.8645721822977066
2,17,300,230,0.00044146436266601086,0.0004409837885759771,0.00044529245384294073,0.0008600310394911841,2.923863212345168e-05,1.8895713686943054,0.9021822512149811
2,17,300,240,0.00043991132406517863,0.00043982052302453666,0.0004431194970519803,0.0007035846383594969,2.8472129997680895e-05,1.9716420024633408,0.9397862404584885
2,17,300,250,0.0004409602261148393,0.0004386160901049152,0.0004412867571504033,0.0005681896660119565,2.7289697754895315e-05,2.054076425731182,0.9775296002626419
2,17,300,260,0.00044341268949210644,0.00043877124262508004,0.0004402843090453373,0.00045532953809882177,2.7400739782024175e-05,2.1361760646104813,1.0151313915848732
2,17,300,270,0.0004388720844872296,0.00043677851208485664,0.00043888727025342684,0.00036624077379900945,2.687594314920716e-05,2.2187978327274323,1.0527275800704956
2,17,300,280,0.0004352093965280801,0.0004367546469438821,0.00043808064087633804,0.0003018994482572113,2.686860170797445e-05,2.3008272647857666,1.090344786643982
2,17,300,290,0.00043170267599634826,0.0004364788648672402,0.00043742087026428105,0.0002630104985003508,2.621949533931911e-05,2.3829187154769897,1.127928338944912
2,17,300,300,0.00043369861668907106,0.0004350451112259179,0.00043650031908731065,0.00025,2.6103683921974152e-05,2.4649944454431534,1.1654621586203575
2,17,400,0,,,,0.005,,0.0,0.03857801854610443
2,17,400,10,0.0006920509622432292,0.0007513130025472492,0.0008405231627592662,0.004992678667616179,5.967953984509222e-05,0.08288165926933289,0.07602234929800034
2,17,400,20,0.000636326614767313,0.0006585207185707987,0.0007665860052236867,0.004970759808913452,5.06022188346833e-05,0.1656753048300743,0.11340993642807007
2,17,400,30,0.0006021189037710428,0.0006152451795060187,0.0007053348716710772,0.0049343785609444815,4.692036236519925e-05,0.24745426326990128,0.15098164975643158
2,17,400,40,0.0005716019659303129,0.0005848105880431831,0.0006565276696167141,0.00488375922620099,4.581132088787854e-05,0.32946258038282394,0.1883266121149063
2,17,400,50,0.0005521762650460005,0.0005606905673630535,0.000617734102986077,0.004819213889714307,4.345047636888921e-05,0.41210703551769257,0.22578910738229752
2,17,400,60,0.0005323446821421385,0.000542577198939398,0.0005872689274675791,0.004741140494947374,4.3587107938947156e-05,0.4940546527504921,0.263181209564209
2,17,400,70,0.000527370604686439,0.0005292216024827212,0.0005638010502344795,0.00465002039034097,4.226617602398619e-05,0.5760359987616539,0.3008657246828079
2,17,400,80,0.000515300256665796,0.0005149755685124547,0.0005440495170900645,0.0045464153616404995,4.07855877710972e-05,0.6581806391477585,0.3384876921772957
2,17,400,90,0.000506068579852581,0.0005061209376435727,0.0005286545514485651,0.004430964168300072,4.0049497329164296e-05,0.7404595240950584,0.3759882524609566
2,17,400,100,0.0004962879465892911,0.000497507763793692,0.000516053482246284,0.0043043786053180485,3.992196434410289e-05,0.823180727660656,0.4137122929096222
2,17,400,110,0.000487427314510569,0.000490655264002271,0.0005057278513081648,0.004167439114784184,3.985539296991192e-05,0.9054005369544029,0.45129819959402084
2,17,400,120,0.000483842333778739,0.0004839121800614521,0.000496950485151567,0.004020989974194618,3.9412854675902054e-05,0.9875627681612968,0.488880917429924
2,17,400,130,0.0004787640646100044,0.0004785768483998254,0.0004895751965523018,0.0038659340912003733,3.877485869452357e-05,1.0698391422629356,0.5264860689640045
2,17,400,140,0.0004694551171269268,0.00047179936082102357,0.00048243307151765453,0.0037032274368814155,3.868800922646187e-05,1.1520604938268661,0.5641728788614273
2,17,400,150,0.0004648782778531313,0.0004683542822021991,0.00047667010461746357,0.003533873151867078,3.7415989936562255e-05,1.2348272055387497,0.601805791258812
2,17,400,160,0.00046318554086610675,0.00046464652696158736,0.00047175445700434887,0.003358915361640489,3.6557423300109804e-05,1.31694895029068,0.6394781023263931
2,17,400,170,0.0004587771836668253,0.00046131258714012804,0.0004674450363004884,0.003179432739157763,3.6254139558877796e-05,1.3992533683776855,0.677174337208271
2,17,400,180,0.00045429685269482434,0.00045562595478259026,0.00046269505599864686,0.0029965318544705353,3.562150232028216e-05,1.4823290407657623,0.7148249298334122
2,17,400,190,0.0004490829014685005,0.0004515940730925649,0.0004582428463233232,0.0028113403523536192,3.5327324440004304e-05,1.5644931867718697,0.7525187581777573
2,17,400,200,0.00044853848521597683,0.00044853609579149635,0.0004543378757625837,0.002624999999999986,3.431015647947788e-05,1.646752841770649,0.7901812121272087
2,17,400,210,0.0004438835894688964,0.0004476493108086288,0.00045158028015952344,0.0024386596476463534,3.387836113688536e-05,1.7289754822850227,0.8278343975543976
2,17,400,220,0.000444708188297227,0.00044532463070936503,0.00044894516563480645,0.0022534681455294346,3.352373096277006e-05,1.8111885413527489,0.8654160127043724
2,17,400,230,0.00044073170283809304,0.00044083648244850335,0.0004456545292102374,0.002070567260842208,3.269585067755543e-05,1.8939269036054611,0.9031475633382797
2,17,400,240,0.0004385064239613712,0.0004389436653582379,0.0004429756936904765,0.0018910846383594865,3.211191142327152e-05,1.9760642498731613,0.9408431947231293
2,17,400,250,0.0004381874459795654,0.0004369804490124807,0.0004405224916862399,0.0017161268481328997,3.1085768569028005e-05,2.0582999512553215,0.9784668460488319
2,17,400,260,0.0004413359856698662,0.00043644245306495577,0.0004388749050021661,0.0015467725631185653,3.0752478778595105e-05,2.1412199959158897,1.0161880478262901
2,17,400,270,0.00043483887566253543,0.0004334235825808719,0.0004366726455877841,0.001384065908799612,3.0154156775097363e-05,2.2233742102980614,1.053787462413311
2,17,400,280,0.00043098541209474206,0.00043271352187730373,0.0004351116123751767,0.001229010025805368,3.0204162612790242e-05,2.3055799156427383,1.0915096327662468
2,17,400,290,0.00042711268179118633,0.0004315576603403315,0.00043365615361034074,0.001082560885215807,2.936993769253604e-05,2.3877739012241364,1.1292428895831108
2,17,400,300,0.0004285856266506016,0.00042937355174217374,0.00043197591691349334,0.000945621394681944,2.8500491680460982e-05,2.469965524971485,1.1669112890958786
2,17,400,310,0.000431266613304615,0.00042757502233143897,0.0004302304563308552,0.0008190358316999218,2.8157333872513846e-05,2.5529027730226517,1.2046137601137161
2,17,400,320,0.000421342090703547,0.0004255371750332415,0.0004283167320817221,0.0007035846383594963,2.7537933419807814e-05,2.6348494216799736,1.2423816695809364
2,17,400,330,0.00042908499017357826,0.00042568193166516723,0.00042728248795869425,0.0005999796096590286,2.7179408789379522e-05,2.717132046818733,1.2799600884318352
2,17,400,340,0.00042557501001283526,0.0004253954015439376,0.00042650341336565833,0.0005088595050526241,2.6082969270646572e-05,2.7994224280118942,1.3175799995660782
2,17,400,350,0.0004240602720528841,0.00042480214906390754,0.000425781639805669,0.00043078611028569286,2.624742774059996e-05,2.8816204741597176,1.355209544301033
2,17,400,360,0.0004247985198162496,0.0004237895831465721,0.00042502574753310604,0.00036624077379900923,2.6220412109978497e-05,2.9644466936588287,1.3930150866508484
2,17,400,370,0.00042439281241968274,0.00042278882465325297,0.00042414485635405895,0.00031562143905551756,2.5808902137214318e-05,3.046725206077099,1.4305746406316757
2,17,400,380,0.0004189987084828317,0.0004212747182464227,0.00042291910354735115,0.0002792401910865478,2.4775159545242786e-05,3.128881961107254,1.4682237729430199
2,17,400,390,0.0004245089367032051,0.0004225882003083825,0.00042276598827624477,0.00025732133238382107,2.5268014724133536e-05,3.210988685488701,1.5062281340360641
2,17,400,400,0.00042407773435115814,0.0004233115818351507,0.0004230342128070009,0.00025,2.5259856556658633e-05,3.293209783732891,1.543984368443489
2,17,500,0,,,,0.005,,0.0,0.038610316812992096
2,17,500,10,0.0006921002641320229,0.0007513329677749425,0.0008405324369404922,0.004995313480017145,5.973665611236356e-05,0.08309152722358704,0.0761556327342987
2,17,500,20,0.0006361701525747776,0.0006585478549823165,0.0007666008325394255,0.004981272415621885,5.04966446897015e-05,0.16554231196641922,0.11509770154953003
2,17,500,30,0.0006019825814291835,0.000614990305621177,0.0007052395613274157,0.004957932220480637,4.703213198808953e-05,0.24773555248975754,0.15257687866687775
2,17,500,40,0.0005712659331038594,0.0005847039574291557,0.0006564246255725484,0.004925385007680501,4.5727712858933955e-05,0.3304954618215561,0.19003906846046448
2,17,500,50,0.0005521034472621977,0.000560551235685125,0.0006176156635375855,0.004883759226200992,4.348649599705823e-05,0.41246453672647476,0.22770820558071136
2,17,500,60,0.0005321921780705452,0.0005424599745310843,0.000587153864905134,0.004833219153984597,4.381934195407666e-05,0.4947172775864601,0.2652401924133301
2,17,500,70,0.0005272231064736843,0.0005292625341098755,0.0005637502488600497,0.0047739642496067965,4.252913277014159e-05,0.5768329277634621,0.3028660714626312
2,17,500,80,0.0005152171361260116,0.000515090167755261,0.0005440648978801578,0.004706228365104177,4.1318777221022174e-05,0.658927857875824,0.3405769169330597
2,17,500,90,0.0005065274308435619,0.0005064057011622935,0.0005287891214522014,0.004630278823067287,4.0430437366012484e-05,0.7416762337088585,0.3787689730525017
2,17,500,100,0.0004963047103956342,0.0004978987271897495,0.0005162828622027791,0.004546415361640501,4.032141077914275e-05,0.8240111619234085,0.4166712537407875
2,17,500,110,0.00048772638547234237,0.0004909110575681552,0.0005059737144806624,0.0044549689515925,4.048362825415097e-05,0.9063438400626183,0.45406994968652725
2,17,500,120,0.0004837499000132084,0.0004841185495024547,0.0004971795536769212,0.004356300490125853,4.016648017568514e-05,0.9898446425795555,0.49174365401268005
2,17,500,130,0.00047890195855870843,0.0004790842853253707,0.000489912247017782,0.004250799376580636,3.9360278606181964e-05,1.0720852315425873,0.5296443700790405
2,17,500,140,0.00047087614075280726,0.0004725212755147368,0.00048293474962144393,0.004138881975653138,3.942061448469758e-05,1.1544534638524055,0.5671534016728401
2,17,500,150,0.00046574068255722523,0.0004692332790000364,0.0004773216373265074,0.004020989974194622,3.834885137621313e-05,1.2364748567342758,0.6047436520457268
2,17,500,160,0.000463898730231449,0.0004655101569369435,0.00047248740093505453,0.0038975886380751106,3.755624493351206e-05,1.3186266645789146,0.6423019394278526
2,17,500,170,0.00046006814227439463,0.00046239011571742595,0.0004683212206109156,0.0037691649759915647,3.747641312656924e-05,1.4014112427830696,0.6800768822431564
2,17,500,180,0.0004554564075078815,0.00045694190193898974,0.00046374799404320466,0.0036362258174670375,3.68519285984803e-05,1.4833651408553123,0.7179981544613838
2,17,500,190,0.0004505695542320609,0.00045294825395103544,0.0004594196624904883,0.003499295812626098,3.7101839552633464e-05,1.5654755905270576,0.7554991617798805
2,17,500,200,0.0004498109919950366,0.00045005853462498635,0.00045565336860897444,0.0033589153616404863,3.604842277127318e-05,1.647495411336422,0.7930387184023857
2,17,500,210,0.0004457712348084897,0.00044922615052200854,0.0004530065273192606,0.003215638482016514,3.585254307836294e-05,1.7295124158263206,0.8307633623480797
2,17,500,220,0.00044641611748375,0.0004468893370358273,0.00045043352689607395,0.0030700306221410787,3.5561679396778345e-05,1.8116987943649292,0.8683593347668648
2,17,500,230,0.00044271943625062704,0.00044267861521802844,0.00044728723767634875,0.0029226664297152035,3.4942735510412604e-05,1.893752098083496,0.9059926494956017
2,17,500,240,0.0004398245655465871,0.0004403651430038735,0.00044452107489452653,0.002774127483882098,3.425981049076654e-05,1.975927859544754,0.9435255229473114
2,17,500,250,0.0004397319280542433,0.0004384867817861959,0.00044205625060476955,0.002624999999999979,3.359707261552103e-05,2.058079794049263,0.9814021289348602
2,17,500,260,0.00044196436647325754,0.00043743963178712877,0.00044018725963291644,0.00247587251611786,3.2938438380369917e-05,2.140163078904152,1.019095666706562
2,17,500,270,0.00043571795686148107,0.0004342428961535916,0.0004377878481166162,0.0023273335702847535,3.2972340704873204e-05,2.2227709740400314,1.056652843952179
2,17,500,280,0.00043162761721760035,0.00043346303573343903,0.0004360746963869797,0.0021799693778588774,3.2776275475043803e-05,2.3048455715179443,1.094390369951725
2,17,500,290,0.0004283730813767761,0.00043217848578933624,0.00043449133180489325,0.0020343615179834454,3.2501138775842264e-05,2.387029469013214,1.1320609077811241
2,17,500,300,0.0004287106276024133,0.00042965263710357247,0.0004325810332896673,0.0018910846383594765,3.147226379951462e-05,2.469850942492485,1.1696701422333717
2,17,500,310,0.00043098581954836845,0.00042744571110233667,0.00043053288836730796,0.0017507041873738687,3.128749449388124e-05,2.5519361719489098,1.2072892785072327
2,17,500,320,0.0004206612939015031,0.000424985375138931,0.0004282685360107951,0.0016137741825329329,3.0593615520047024e-05,2.6340842097997665,1.2448138520121574
2,17,500,330,0.00042753684101626277,0.00042475065274629744,0.0004268640838714072,0.0014808350240084096,2.995715112774633e-05,2.716588169336319,1.2825527489185333
2,17,500,340,0.0004244320734869689,0.0004239827918354422,0.0004256822633318911,0.001352411361924868,2.907044836319983e-05,2.798934206366539,1.3200637251138687
2,17,500,350,0.00042205979116261005,0.0004230548220220953,0.00042457769999263985,0.0012290100258053628,2.9086124413879588e-05,2.881626382470131,1.3577182441949844
2,17,500,360,0.00042277632746845484,0.0004216814209939912,0.000423455035970219,0.0011111180243468495,2.8947128157597035e-05,2.963815912604332,1.3954134061932564
2,17,500,370,0.00042135611874982715,0.0004201777279376984,0.00042215110516522565,0.0009992006234193546,2.831812707881909e-05,3.046099655330181,1.432980053126812
2,17,500,380,0.00041595243965275586,0.0004182292730547488,0.0004204936881792404,0.0008936995098741384,2.7222942662774585e-05,3.128953702747822,1.470817245543003
2,17,500,390,0.00042011329787783325,0.0004189558676443994,0.0004198412373894301,0.0007950310484074932,2.7100282750325277e-05,3.211171716451645,1.5083863139152527
2,17,500,400,0.00041943867108784616,0.00041898165363818407,0.0004195260492225056,0.0007035846383594937,2.7081294319941662e-05,3.2934158742427826,1.5458822846412659
2,17,500,410,0.0004161425749771297,0.00041826813539955763,0.0004189991971055432,0.0006197211769327091,2.6461311790626496e-05,3.3760779798030853,1.5836798623204231
2,17,500,420,0.0004187114245723933,0.0004178701667115092,0.0004185355536640187,0.0005437716348958199,2.5535096938256174e-05,3.458345465362072,1.6212727725505829
2,17,500,430,0.00041568480082787573,0.0004159345990046859,0.00041754223923214773,0.0004760357503932009,2.5591381927370094e-05,3.541278228163719,1.6589278280735016
2,17,500,440,0.00041678367415443063,0.00041583057609386744,0.00041681897361828095,0.00041678084601540037,2.5246739824069664e-05,3.623487152159214,1.696876049041748
2,17,500,450,0.0004194296197965741,0.00041532254545018077,0.00041623891271546645,0.0003662407737990087,2.513272556825541e-05,3.706048659980297,1.7345647364854813
2,17,500,460,0.00041852743015624583,0.0004152866284130141,0.00041589772480846583,0.00032461499231950015,2.5178916985169053e-05,3.788987949490547,1.7722569704055786
2,17,500,470,0.00041050591971725225,0.0004141227400396019,0.0004151480532255035,0.0002920677795193637,2.472450432833284e-05,3.8710237219929695,1.809985637664795
2,17,500,480,0.00041472315206192434,0.00041308162617497145,0.00041434861128138053,0.00026872758437811503,2.4604030841146596e-05,3.953156590461731,1.8475529626011848
2,17,500,490,0.0004136851930525154,0.0004145835351664573,0.0004144542488369388,0.00025468651998285496,2.4197886887122877e-05,4.035416640341282,1.8851321190595627
2,17,500,500,0.00041824867366813123,0.00041250454960390926,0.0004137379243812188,0.00025,2.4406621378147975e-05,4.117482103407383,1.922687903046608
2,17,600,0,,,,0.005,,0.0,0.03847940266132355
2,17,600,10,0.0006921581225469708,0.0007513364020269364,0.0008405342029459092,0.004996745145042113,5.9770052757812664e-05,0.08286086469888687,0.07609893381595612
2,17,600,20,0.0006361235864460468,0.0006586237635929137,0.0007666323573284022,0.0049869895014996515,5.0582282710820436e-05,0.16557209938764572,0.11372051388025284
2,17,600,30,0.0006018092972226441,0.0006151849520392716,0.0007053314098182715,0.004970759808913455,4.682446888182312e-05,0.24870920181274414,0.1514880284667015
2,17,600,40,0.0005715560400858521,0.0005849240405950695,0.0006565706168370092,0.004948100551742791,4.582539986586198e-05,0.3310418948531151,0.18903382867574692
2,17,600,50,0.0005522985011339188,0.0005608727224171162,0.0006178321596564968,0.004919073837436538,4.3361585994716734e-05,0.4139707237482071,0.22667810320854187
2,17,600,60,0.0005326385144144297,0.0005426852614618838,0.0005873785136501288,0.00488375922620099,4.366132998256944e-05,0.49609218537807465,0.2641652375459671
2,17,600,70,0.0005275010480545461,0.0005294698697980493,0.0005639632036110896,0.0048422535129308535,4.250019628670998e-05,0.5782608464360237,0.30193135142326355
2,17,600,80,0.0005161612061783671,0.0005156079889275134,0.0005443991943183871,0.004794670461901176,4.154520865995437e-05,0.6607553884387016,0.3397829905152321
2,17,600,90,0.0005068329046480358,0.0005066624144092202,0.0005290825088879654,0.004741140494947373,4.054235978401266e-05,0.7432133704423904,0.3774004876613617
2,17,600,100,0.0004968534340150654,0.0004980526806320995,0.0005165272516672936,0.004681810333988041,4.082264058524743e-05,0.8257134333252907,0.4150771349668503
2,17,600,110,0.0004886186216026545,0.0004913908836897462,0.0005063153080410306,0.004616842598870382,4.1106508433585986e-05,0.9078839048743248,0.4527941644191742
2,17,600,120,0.00048469373723492026,0.00048478619137313215,0.0004976523185391204,0.0045464153616404995,4.074215030414052e-05,0.9901929646730423,0.49043987691402435
2,17,600,130,0.0004798312729690224,0.00047985203564167024,0.0004905115543403698,0.004470721658460307,3.956475484301336e-05,1.0723740980029106,0.528127945959568
2,17,600,140,0.00047160309622995555,0.000473348842933774,0.00048362644528340864,0.004389968960508812,3.9863225538283587e-05,1.1546313911676407,0.5657114908099174
2,17,600,150,0.0004668126639444381,0.0004703457496361807,0.0004781805725939252,0.004304378605318053,3.890775406034663e-05,1.2373109757900238,0.6035174429416656
2,17,600,160,0.00046550610568374395,0.00046681152598466725,0.00047353749773608954,0.00421418519010229,3.8221820432227105e-05,1.3196351155638695,0.6411963924765587
2,17,600,170,0.00046158695477060974,0.00046373218356166035,0.0004694935062573496,0.004119635928743364,3.809127883869223e-05,1.4017360880970955,0.678768590092659
2,17,600,180,0.0004570363089442253,0.0004583565547363833,0.0004650297073978072,0.004020989974194621,3.7774483644170687e-05,1.4838265478610992,0.7163368687033653
2,17,600,190,0.0004519001522567123,0.000454459001775831,0.0004607881653693957,0.003918517708160683,3.797894896706566e-05,1.5659131705760956,0.7539632543921471
2,17,600,200,0.00045182713074609637,0.00045161244343034924,0.00045710219431986524,0.0038124999999999912,3.708458461915143e-05,1.6481741294264793,0.791608989238739
2,17,600,210,0.0004473046865314245,0.00045084971061442046,0.00045452327172219533,0.003703227436881412,3.677858694572933e-05,1.730378396809101,0.8293055593967438
2,17,600,220,0.000448188598966226,0.0004485812271013856,0.0004520230140005431,0.003590999527305013,3.6652701965067536e-05,1.81262619048357,0.8670109063386917
2,17,600,230,0.0004444207879714668,0.000444348284509033,0.0004489087478797319,0.0034761238801700733,3.6351724702399224e-05,1.8954181671142578,0.9046531841158867
2,17,600,240,0.00044168648310005665,0.00044231064966879783,0.0004462753620526876,0.0033589153616404837,3.5523964470485225e-05,1.9777863919734955,0.9423154965043068
2,17,600,250,0.000441674463218078,0.00044042115623597054,0.000443880514483072,0.0032396952321184693,3.5317778383614495e-05,2.0602655857801437,0.9798599556088448
2,17,600,260,0.00044420239282771945,0.00043931095860898494,0.00044203013600929415,0.00311879026569216,3.4563934605102986e-05,2.143133819103241,1.0177761539816856
2,17,600,270,0.0004374641866888851,0.00043608569831121713,0.0004396155173050676,0.0029965318544705275,3.454913166933693e-05,2.2253364995121956,1.0556983426213264
2,17,600,280,0.00043378875125199556,0.0004355154727818444,0.00043799474897495804,0.0028732551002606556,3.461832966422662e-05,2.3080214634537697,1.093290962278843
2,17,600,290,0.000430126441642642,0.00043395126704126596,0.0004363479189946885,0.002749297896076969,3.453969111433253e-05,2.3905209824442863,1.131221778690815
